idx,y_true,y_pred,dimension_label,response,raw,dim_pred
5914,2,1,31_motivation,I’m constantly behind and don’t know how to catch up.,"30_productivity, 1",30_productivity
5915,2,2,31_motivation,Nothing I do feels worth the effort.,"2_mood, 2",2_mood
5916,2,2,31_motivation,I can’t focus no matter how hard I try.,"30_productivity, 2",30_productivity
5917,2,2,31_motivation,I’ve stopped showing up to work.,"12_work, 2",12_work
5918,2,2,31_motivation,Every task feels overwhelming right now.,"32_coping, 2",32_coping
5919,2,2,31_motivation,I sleep most of the day and avoid my responsibilities.,"10_sleep, 2",10_sleep
5920,2,2,31_motivation,I feel completely disconnected from my goals.,"31_motivation, 2",31_Motivation
5921,2,2,31_motivation,"I’ve lost interest in everything, including school.","2_mood, 2",2_mood
5922,2,2,31_motivation,Even thinking about work makes me anxious.,"2_mood, 2",2_mood
5923,2,1,31_motivation,I don’t think I care anymore if I fail.,"2_mood, 1",2_mood
5924,2,1,31_motivation,I feel numb when I try to study or work.,"2_mood, 1",2_mood
5925,2,2,31_motivation,I haven’t opened my laptop in days.,"30_productivity, 2",30_productivity
5926,2,1,31_motivation,I cry when I think about how much I’ve fallen behind.,"2_mood, 1",2_mood
5927,2,2,31_motivation,I’m afraid to ask for help because I feel ashamed.,"7_emo, 2",7_emo
5928,2,2,31_motivation,I don’t see the point in trying anymore.,"2_mood, 2",2_mood
5929,2,1,31_motivation,I pretend to be busy to avoid being called out.,"27_relationship_social, 1",27_relationship_social
5930,2,2,31_motivation,I’ve missed multiple deadlines and haven’t told anyone.,"12_work, 2",12_work
5931,2,2,31_motivation,It feels impossible to get started on anything.,"31_motivation, 2",31_Motivation
5932,2,1,31_motivation,I feel like a fraud for even being here.,"2_mood, 1",2_mood
5933,2,2,31_motivation,"I tell people I’m fine, but I’m barely functioning.","7_emo, 2",7_emo
5934,2,2,31_motivation,My motivation disappeared months ago.,"31_motivation, 2",31_Motivation
5935,2,1,31_motivation,I’ve been thinking about dropping out.,"12_work, 1",12_work
5936,2,1,31_motivation,Nothing excites me about the future right now.,"2_mood, 1",2_mood
5937,2,2,31_motivation,I feel stuck and hopeless.,"2_mood, 2",2_mood
5938,2,2,31_motivation,I spend more time avoiding work than doing it.,"30_productivity, 2",30_productivity
5939,2,2,31_motivation,"I’m afraid of getting fired or failing, but still can’t act.","31_motivation, 2",31_Motivation
5940,2,2,31_motivation,I don’t remember the last time I felt productive.,"30_productivity, 2",30_productivity
5941,2,2,31_motivation,I avoid checking emails because it makes me panic.,"2_mood, 2",2_mood
5942,2,1,31_motivation,I isolate myself to avoid dealing with work.,"12_work, 1",12_work
5943,2,2,31_motivation,Even small tasks feel huge.,"31_motivation, 2",31_Motivation
5944,2,1,31_motivation,I lie about progress to my manager/professor.,"30_productivity, 1",30_productivity
5945,2,2,31_motivation,I’ve given up trying to catch up.,"31_motivation, 2",31_Motivation
5946,2,2,31_motivation,I can’t focus at all during the day.,"30_productivity, 2",30_productivity
5947,2,1,31_motivation,I feel like I’m letting everyone down.,"2_mood, 1",2_mood
5948,2,2,31_motivation,My sleep schedule is completely off.,"10_sleep, 2",10_sleep
5949,2,2,31_motivation,"I only get up to eat, then go back to bed.","10_sleep, 2",10_sleep
5950,2,1,31_motivation,I fantasize about quitting everything.,"2_mood, 1",2_mood
5951,2,2,31_motivation,I don’t believe in my ability to succeed anymore.,"2_mood, 2",2_mood
5952,2,1,31_motivation,I have no goals right now.,"31_motivation, 1",31_Motivation
5953,2,2,31_motivation,I’m constantly overwhelmed and paralyzed.,"2_mood, 2",2_mood
5954,2,1,31_motivation,I feel ashamed about how little I’ve done.,"2_mood, 1",2_mood
5955,2,1,31_motivation,I can’t even read a full page without zoning out.,"17_problem, 1",17_problem
5956,2,1,31_motivation,I feel sick thinking about school.,"2_mood, 1",2_mood
5957,2,2,31_motivation,I’m scared to tell anyone how bad it’s gotten.,"7_emo, 2",7_emo
5958,2,2,31_motivation,I’ve stopped caring about consequences.,"9_risk, 2",9_risk
5959,2,2,31_motivation,"I used to love this work, but now I don’t feel anything.","2_mood, 2",2_mood
5960,2,2,31_motivation,I don't want to do anything.,"31_motivation, 2",31_Motivation
5961,2,2,31_motivation,I can't find the courage to moitvate myself.,"31_motivation, 2",31_Motivation
5962,2,2,31_motivation,Everything feels pointless right now.,"2_mood, 2",2_mood
5963,2,2,31_motivation,I feel like I’m wasting my life.,"2_mood, 2",2_mood
5964,2,2,31_motivation,I stare at my screen for hours without doing anything.,"30_productivity, 2",30_productivity
5965,2,2,31_motivation,I avoid all responsibilities until they become crises.,"17_problem, 2",17_problem
5966,2,1,31_motivation,I feel like a burden at work.,"2_mood, 1",2_mood
5967,2,1,31_motivation,I always leave everything to the last minute.,"30_productivity, 1",30_productivity
5968,2,2,31_motivation,"I feel broken, like I’ll never be motivated again.","2_mood, 2",2_mood
5969,2,0,31_motivation,I’ve been thinking about quitting altogether.,"Other, 0","NA, 99"
5970,0,0,32_coping,I go for a walk outside and focus on the sounds and sights around me.,"32_coping, 0",32_coping
5971,0,0,32_coping,Deep breathing helps me get centered again when I feel overwhelmed.,"32_coping, 0",32_coping
5972,0,0,32_coping,I usually meditate for 10 minutes to reset my mind.,"32_coping, 0",32_coping
5973,0,0,32_coping,"When I'm stressed, I journal about it and that really helps.","32_coping, 0",32_coping
5974,0,0,32_coping,Exercise always helps me clear my head.,"37_exercise, 0",37_exercise
5975,0,0,32_coping,I talk to my best friend or partner to process what's bothering me.,"7_emo, 0",7_emo
5976,0,0,32_coping,I make a cup of tea and take a quiet moment to enjoy it.,"32_coping, 0",32_coping
5977,0,0,32_coping,Spending time with my dog instantly brings down my stress levels.,"32_coping, 0",32_coping
5978,0,0,32_coping,Listening to instrumental music helps me calm down.,"32_coping, 0",32_coping
5979,0,0,32_coping,I draw or paint as a form of emotional expression.,"24_creativity, 0",24_creativity
5980,0,0,32_coping,Reading fiction helps me escape and come back refreshed.,"32_coping, 0",32_coping
5981,0,0,32_coping,I write to-do lists to organize my thoughts and reduce anxiety.,"32_coping, 0",32_coping
5982,0,0,32_coping,I practice yoga a few times a week which keeps me grounded.,"37_exercise, 0",37_exercise
5983,0,0,32_coping,I use a mindfulness app to calm my thoughts.,"32_coping, 0",32_coping
5984,0,0,32_coping,Cleaning or organizing my room helps me feel more in control.,"32_coping, 0",32_coping
5985,0,0,32_coping,Cooking a new recipe helps me shift my focus.,"32_coping, 0",32_coping
5986,0,0,32_coping,I like to go on a drive and listen to calming music.,"32_coping, 0",32_coping
5987,0,0,32_coping,I schedule in downtime intentionally throughout my week.,"13_work_life, 0",13_work_life
5988,0,0,32_coping,Gardening gives me peace and a sense of purpose.,"23_leisure, 0",23_leisure
5989,0,0,32_coping,I watch comedy shows or funny clips to boost my mood.,"32_coping, 0",32_coping
5990,0,0,32_coping,Spending time with family helps me de-stress.,"32_coping, 0",32_coping
5991,0,0,32_coping,I do puzzles to keep my mind engaged but relaxed.,"32_coping, 0",32_coping
5992,0,0,32_coping,I take short breaks during work to breathe and stretch.,"32_coping, 0",32_coping
5993,0,0,32_coping,I try to focus on gratitude when I feel overwhelmed.,"32_coping, 0",32_coping
5994,0,0,32_coping,I use grounding techniques like naming 5 things I see or hear.,"32_coping, 0",32_coping
5995,0,0,32_coping,I play music on my guitar when I need to relax.,"32_coping, 0",32_coping
5996,0,0,32_coping,I practice affirmations and positive self-talk.,"32_coping, 0",32_coping
5997,0,0,32_coping,I light a candle and listen to calming music in the evening.,"32_coping, 0",32_coping
5998,0,0,32_coping,Drawing mandalas helps me refocus and feel calm.,"32_coping, 0",32_coping
5999,0,0,32_coping,I have a consistent sleep schedule that helps with stress.,"10_sleep, 0",10_sleep
6000,0,0,32_coping,Sometimes I’ll watch ASMR videos to relax.,"32_coping, 0",32_coping
6001,0,0,32_coping,I practice tai chi in the mornings to start the day calmly.,"37_exercise, 0",37_exercise
6002,0,0,32_coping,I follow a breathing pattern of 4-7-8 to fall asleep peacefully.,"32_coping, 0",32_coping
6003,0,0,32_coping,"I de-stress by playing slow, strategy-based video games.","32_coping, 0",32_coping
6004,0,0,32_coping,I pray or reflect spiritually when things feel heavy.,"32_coping, 0",32_coping
6005,0,0,32_coping,Massage therapy really helps my body and mind feel relaxed.,"32_coping, 0",32_coping
6006,0,0,32_coping,I try to stay present instead of worrying about the future.,"32_coping, 0",32_coping
6007,0,0,32_coping,I use coloring books to unwind at night.,"32_coping, 0",32_coping
6008,0,0,32_coping,I set limits on work hours to prevent burnout.,"13_work_life, 0",13_work_life
6009,0,0,32_coping,"I take ""phone-free"" time each day to recharge.","32_coping, 0",32_coping
6010,0,0,32_coping,I make time for creative writing as a calming outlet.,"32_coping, 0",32_coping
6011,0,0,32_coping,A warm bath with essential oils helps me reset.,"32_coping, 0",32_coping
6012,0,0,32_coping,I journal three things that went well at the end of the day.,"32_coping, 0",32_coping
6013,0,0,32_coping,I give myself permission to do nothing sometimes.,"32_coping, 0",32_coping
6014,0,0,32_coping,I drink enough water and try to eat healthy to feel balanced.,"16_nutrition, 0",16_nutrition
6015,0,0,32_coping,I take power naps when I feel mentally drained.,"32_coping, 0",32_coping
6016,0,0,32_coping,I look through old travel photos and remember peaceful places.,"32_coping, 0",32_coping
6017,0,0,32_coping,Dancing around the house to music helps me release tension.,"32_coping, 0",32_coping
6018,0,0,32_coping,Volunteering gives me a sense of purpose and calm.,"25_community, 0",25_community
6019,0,0,32_coping,I remind myself that this moment will pass.,"32_coping, 0",32_coping
6020,0,0,32_coping,I stay connected to friends even if I'm busy.,"27_relationship_social, 0",27_relationship_social
6021,0,0,32_coping,Sometimes I just take five deep breaths and it helps more than I expect.,"32_coping, 0",32_coping
6022,0,0,32_coping,I keep a “calm kit” with things like lavender oil and cozy socks.,"32_coping, 0",32_coping
6023,0,0,32_coping,I use humor and laugh things off when I can.,"32_coping, 0",32_coping
6024,0,0,32_coping,I focus on one task at a time to avoid overwhelm.,"32_coping, 0",32_coping
6025,0,0,32_coping,Spending time with my cat always helps me relax.,"32_coping, 0",32_coping
6026,0,0,32_coping,I keep my environment clutter-free to reduce mental noise.,"5_house, 0",5_house
6027,0,0,32_coping,I use visualizations like imagining I’m at the beach.,"32_coping, 0",32_coping
6028,0,0,32_coping,Sometimes I just cry it out and feel better afterward.,"32_coping, 0",32_coping
6029,0,0,32_coping,I find comfort in following a daily routine.,"32_coping, 0",32_coping
6030,1,1,32_coping,I scroll social media to distract myself when stressed.,"32_coping, 1",32_coping
6031,1,1,32_coping,"Sometimes I just sleep it off, even if it means skipping plans.","10_sleep, 1",10_sleep
6032,1,1,32_coping,"I eat junk food when I’m overwhelmed, even if I regret it later.","32_coping, 1",32_coping
6033,1,1,32_coping,I try to push through stress without really addressing it.,"32_coping, 1",32_coping
6034,1,1,32_coping,"I avoid people when I’m anxious, even if I feel lonely.","6_talk, 1",6_talk
6035,1,1,32_coping,I keep myself excessively busy so I don’t have to think.,"32_coping, 1",32_coping
6036,1,1,32_coping,Sometimes I cancel plans last minute because I feel overwhelmed.,"14_show_up, 1",14_show_up
6037,1,1,32_coping,I stay up late watching videos to avoid thinking about stress.,"10_sleep, 1",10_sleep
6038,1,1,32_coping,I procrastinate instead of facing what’s stressing me.,"32_coping, 1",32_coping
6039,1,1,32_coping,I pretend everything is fine so I don’t have to talk about it.,"7_emo, 1",7_emo
6040,1,1,32_coping,Sometimes I lash out and then feel bad afterward.,"7_emo, 1",7_emo
6041,1,1,32_coping,I work long hours to distract myself from personal stress.,"13_work_life, 1",13_work_life
6042,1,1,32_coping,I take on too many tasks hoping I’ll feel more in control.,"32_coping, 1",32_coping
6043,1,1,32_coping,I replay stressful situations in my head over and over.,"32_coping, 1",32_coping
6044,1,1,32_coping,I often tell myself to just “toughen up” instead of de-stressing.,"32_coping, 1",32_coping
6045,1,1,32_coping,I isolate when I feel stressed and don’t reach out for help.,"6_talk, 1",6_talk
6046,1,1,32_coping,Sometimes I ignore stress until my body forces me to stop.,"32_coping, 1",32_coping
6047,1,1,32_coping,I drink more caffeine than usual when I’m anxious.,"32_coping, 1",32_coping
6048,1,1,32_coping,I check my email or phone constantly to feel productive.,"30_productivity, 1",30_productivity
6049,1,1,32_coping,I sometimes pretend I’m not stressed even though I am.,"7_emo, 1",7_emo
6050,1,1,32_coping,I shut down emotionally when I’m overwhelmed.,"32_coping, 1",32_coping
6051,1,1,32_coping,I get very snappy or irritable under stress.,"2_mood, 1",2_mood
6052,1,1,32_coping,I binge-watch shows to feel numb.,"32_coping, 1",32_coping
6053,1,1,32_coping,I try to ignore the problem and hope it goes away.,"17_problem, 1",17_problem
6054,1,1,32_coping,I use sarcasm to hide how anxious I really am.,"7_emo, 1",7_emo
6055,1,1,32_coping,I stop eating full meals when I’m anxious.,"11_eat, 1",11_eat
6056,1,1,32_coping,Sometimes I rely too much on comfort food.,"16_nutrition, 1",16_nutrition
6057,1,1,32_coping,I focus on helping others so I don’t have to face my own stress.,"32_coping, 1",32_coping
6058,1,2,32_coping,I avoid sleep so I don’t have to wake up to problems.,"10_sleep, 2",10_sleep
6059,1,1,32_coping,Sometimes I talk about my stress but don’t really do anything about it.,"32_coping, 1",32_coping
6060,1,1,32_coping,I tend to overthink small things when I’m anxious.,"2_mood, 1",2_mood
6061,1,1,32_coping,I replay arguments or mistakes in my mind for hours.,"32_coping, 1",32_coping
6062,1,1,32_coping,"I feel guilty taking breaks, even when I need them.","13_work_life, 1",13_work_life
6063,1,1,32_coping,I spend money impulsively when I’m stressed.,"15_finance, 1",15_finance
6064,1,1,32_coping,I sometimes cry in private and then pretend I’m fine.,"7_emo, 1",7_emo
6065,1,1,32_coping,I keep my stress to myself so I don’t seem like a burden.,"7_emo, 1",7_emo
6066,1,1,32_coping,Sometimes I pretend to be busy so I can be alone.,"6_talk, 1",6_talk
6067,1,1,32_coping,I try to escape by planning imaginary vacations or futures.,"32_coping, 1",32_coping
6068,1,1,32_coping,I avoid making decisions when I’m under stress.,"17_problem, 1",17_problem
6069,1,1,32_coping,I bottle things up until I explode.,"7_emo, 1",7_emo
6070,1,1,32_coping,I use humor to deflect serious conversations about stress.,"7_emo, 1",7_emo
6071,1,1,32_coping,I stay silent in conflicts even when I’m really upset.,"7_emo, 1",7_emo
6072,1,1,32_coping,I compare myself to others and feel worse.,"2_mood, 1",2_mood
6073,1,1,32_coping,I struggle to say no even when I’m overloaded.,"29_safe_sex, 1",29_safe_sex
6074,1,1,32_coping,I pick fights with loved ones when I feel overwhelmed.,"7_emo, 1",7_emo
6075,1,1,32_coping,I over-apologize when I’m stressed even if I didn’t do anything wrong.,"32_coping, 1",32_coping
6076,1,1,32_coping,I go into “robot mode” and do things on autopilot.,"2_mood, 1",2_mood
6077,1,2,32_coping,I focus only on work and ignore everything else.,"13_work_life, 2",13_work_life
6078,1,1,32_coping,I avoid eye contact when I’m stressed around people.,"6_talk, 1",6_talk
6079,1,1,32_coping,I tell myself I don’t deserve rest.,"13_work_life, 1",13_work_life
6080,1,1,32_coping,Sometimes I keep stress to myself so no one worries.,"7_emo, 1",7_emo
6081,1,1,32_coping,I use productivity to mask my anxiety.,"32_coping, 1",32_coping
6082,1,1,32_coping,I think people will judge me if they know how stressed I am.,"7_emo, 1",7_emo
6083,2,1,32_coping,I drink alcohol to calm down more often than I should.,"22_substance, 1",22_substance
6084,2,2,32_coping,I hurt myself when I’m too overwhelmed.,"33_self_harm, 2",33_self_harm
6085,2,2,32_coping,I stop getting out of bed for days when I’m stressed.,"32_coping, 2",32_coping
6086,2,2,32_coping,I feel numb and disconnected most of the time.,"2_mood, 2",2_mood
6087,2,2,32_coping,I scream or punch things when I get overwhelmed.,"32_coping, 2",32_coping
6088,2,1,32_coping,I’ve started missing work or school due to stress.,"12_work, 1",12_work
6089,2,2,32_coping,I often wish I could just disappear when things get hard.,"33_self_harm, 2",33_self_harm
6090,2,2,32_coping,I can’t remember the last time I felt calm.,"2_mood, 2",2_mood
6091,2,1,32_coping,I lie about being okay because I don’t want anyone to worry.,"7_emo, 1",7_emo
6092,2,2,32_coping,I binge eat until I feel sick when I’m upset.,"11_eat, 2",11_eat
6093,2,2,32_coping,I’ve had panic attacks but don’t know what to do about them.,"2_mood, 2",2_mood
6094,2,1,32_coping,I avoid all responsibilities when I’m overwhelmed.,"32_coping, 1",32_coping
6095,2,2,32_coping,I cry multiple times a day and don’t know how to stop.,"2_mood, 2",2_mood
6096,2,2,32_coping,I feel like I'm drowning in stress with no way out.,"2_mood, 2",2_mood
6097,2,2,32_coping,I lash out violently when I’m anxious.,"9_risk, 2",9_risk
6098,2,2,32_coping,I use drugs to numb my emotions.,"20_alcohol, 2",20_alcohol
6099,2,2,32_coping,I think about hurting myself when stress gets bad.,"33_self_harm, 2",33_self_harm
6100,2,2,32_coping,I feel like there’s no point in trying to cope anymore.,"32_coping, 2",32_coping
6101,2,2,32_coping,I isolate completely and avoid all contact for days.,"6_talk, 2",6_talk
6102,2,2,32_coping,I don’t eat at all when I’m anxious or sad.,"11_eat, 2",11_eat
6103,2,2,32_coping,I pretend to be asleep so I don’t have to face people.,"6_talk, 2",6_talk
6104,2,2,32_coping,I’ve stopped caring about things that used to matter.,"2_mood, 2",2_mood
6105,2,1,32_coping,I fantasize about running away and starting over.,"32_coping, 1",32_coping
6106,2,1,32_coping,I have nightmares about stressful events repeatedly.,"10_sleep, 1",10_sleep
6107,2,2,32_coping,I’ve completely stopped attending social events.,"25_community, 2",25_community
6108,2,1,32_coping,I sometimes feel like I’m going to explode from the pressure.,"2_mood, 1",2_mood
6109,2,2,32_coping,I feel physical pain from stress but don’t seek help.,"4_care, 2",4_care
6110,2,2,32_coping,I’ve been skipping medications or therapy due to stress.,"3_medication, 2",3_medication
6111,2,2,32_coping,I shake uncontrollably when I’m overwhelmed.,"2_mood, 2",2_mood
6112,2,2,32_coping,I’ve blacked out from panic before.,"2_mood, 2",2_mood
6113,2,2,32_coping,I feel hopeless almost every day.,"2_mood, 2",2_mood
6114,2,1,32_coping,I’ve lost interest in personal hygiene due to stress.,"36_hygiene, 1",36_hygiene
6115,2,2,32_coping,I hear negative voices in my head when I’m anxious.,"2_mood, 2",2_mood
6116,2,2,32_coping,I break down crying in public and don’t know how to stop.,"2_mood, 2",2_mood
6117,2,2,32_coping,I feel like I’m constantly on the verge of a breakdown.,"2_mood, 2",2_mood
6118,2,1,32_coping,I’ve started avoiding people I love because I feel like a burden.,"6_talk, 1",6_talk
6119,2,1,32_coping,I hide in bathrooms or closets to escape stressful situations.,"32_coping, 1",32_coping
6120,2,2,32_coping,I don’t trust anyone enough to talk about what I’m going through.,"7_emo, 2",7_emo
6121,2,2,32_coping,I feel completely numb and detached even during important moments.,"2_mood, 2",2_mood
6122,2,2,32_coping,I constantly think something bad is about to happen.,"2_mood, 2",2_mood
6123,2,2,32_coping,I harm myself to release emotional pain.,"33_self_harm, 2",33_self_harm
6124,2,2,32_coping,I wish I didn’t have to wake up some days.,"33_self_harm, 2",33_self_harm
6125,2,2,32_coping,I’ve stopped paying bills or managing responsibilities entirely.,"15_finance, 2",15_finance
6126,2,2,32_coping,I feel like I’m failing at everything.,"2_mood, 2",2_mood
6127,2,2,32_coping,I scream into pillows just to get through the day.,"32_coping, 2",32_coping
6128,2,2,32_coping,I feel unsafe in my own thoughts.,"8_safe, 2",8_safe
6129,2,2,32_coping,I’ve destroyed things during a breakdown.,"9_risk, 2",9_risk
6130,2,2,32_coping,I hide how bad things are from everyone.,"7_emo, 2",7_emo
6131,2,2,32_coping,I use risky behavior to feel alive.,"9_risk, 2",9_risk
6132,2,2,32_coping,I can’t focus on anything because my mind is racing.,"2_mood, 2",2_mood
6133,2,1,32_coping,I hate myself when I can’t handle stress.,"32_coping, 1",32_coping
6134,2,2,32_coping,I skip meals for days when I’m anxious.,"11_eat, 2",11_eat
6135,2,2,32_coping,I feel like I’m broken beyond repair.,"2_mood, 2",2_mood
6136,2,2,32_coping,I’ve lost the will to keep trying.,"2_mood, 2",2_mood
6137,2,2,32_coping,I don’t think anyone would notice if I disappeared.,"33_self_harm, 2",33_self_harm
6138,2,2,32_coping,I constantly think “what’s the point?”,"2_mood, 2",2_mood
6139,0,0,33_self_harm,"No, I haven’t had those urges and I feel in control of my emotions.","33_self_harm, 0",33_self_harm
6140,0,0,33_self_harm,I don’t engage in self-harming behaviors and haven’t in the past.,"33_self_harm, 0",33_self_harm
6141,0,0,33_self_harm,"Whenever I feel down, I go for a walk or call a friend instead of hurting myself.","33_self_harm, 0",33_self_harm
6142,0,0,33_self_harm,I have healthy coping mechanisms and don’t feel the need to self-harm.,"33_self_harm, 0",33_self_harm
6143,0,0,33_self_harm,"No, and I feel confident I can manage any stress that comes up.","32_coping, 0",32_coping
6144,0,0,33_self_harm,I don't think self-harming is right.,"33_self_harm, 0",33_self_harm
6145,0,0,33_self_harm,I talk things out with my support group instead of bottling it up.,"7_emo, 0",7_emo
6146,0,0,33_self_harm,"I’ve never found self-harm appealing or helpful, and I don’t plan to start.","33_self_harm, 0",33_self_harm
6147,0,0,33_self_harm,"When I get upset, I meditate or practice deep breathing instead of harming myself.","33_self_harm, 0",33_self_harm
6148,0,0,33_self_harm,I’ve built routines that help me manage stress well without hurting myself.,"32_coping, 0",32_coping
6149,0,0,33_self_harm,"No, and I’m proud of the way I manage emotional pain now.","33_self_harm, 0",33_self_harm
6150,0,0,33_self_harm,I’ve worked on my emotional regulation and don’t feel that urge anymore.,"33_self_harm, 0",33_self_harm
6151,0,0,33_self_harm,I exercise regularly and it helps me release difficult emotions safely.,"37_exercise, 0",37_exercise
6152,0,0,33_self_harm,My coping skills have improved a lot and I don't resort to anything harmful.,"32_coping, 0",32_coping
6153,0,0,33_self_harm,I focus on self-care and mindfulness when I’m feeling low.,"32_coping, 0",32_coping
6154,0,0,33_self_harm,"No, I’m in a stable place emotionally and physically.","2_mood, 0",2_mood
6155,0,0,33_self_harm,I feel supported and safe enough to not consider self-harm.,"33_self_harm, 0",33_self_harm
6156,0,0,33_self_harm,"No urges lately, and if anything came up, I know how to handle it.","33_self_harm, 0",33_self_harm
6157,0,0,33_self_harm,I have people I can talk to instead of turning inward.,"26_support_social, 0",26_support_social
6158,0,0,33_self_harm,"I distract myself in healthy ways, like reading or puzzles.","32_coping, 0",32_coping
6159,0,0,33_self_harm,My therapist helped me develop strategies that really work.,"32_coping, 0",32_coping
6160,0,0,33_self_harm,I haven’t had any thoughts of self-harm in a long time.,"33_self_harm, 0",33_self_harm
6161,0,0,33_self_harm,I’m really focused on recovery and healing now.,"32_coping, 0",32_coping
6162,0,0,33_self_harm,I no longer identify with that behavior.,"Other, 0","NA, 99"
6163,0,0,33_self_harm,I’ve replaced old habits with healthier ones.,"32_coping, 0",32_coping
6164,0,0,33_self_harm,"When I feel bad, I remind myself of my progress and self-worth.","32_coping, 0",32_coping
6165,0,0,33_self_harm,"No, and I don’t feel triggered by things that used to affect me.","2_mood, 0",2_mood
6166,0,0,33_self_harm,I’ve built a lot of emotional resilience.,"32_coping, 0",32_coping
6167,0,0,33_self_harm,I set boundaries to protect my mental health.,"29_safe_sex, 0",29_safe_sex
6168,0,0,33_self_harm,"I do yoga when I feel anxious, it’s really grounding.","32_coping, 0",32_coping
6169,0,0,33_self_harm,I’m able to identify and manage my triggers well.,"32_coping, 0",32_coping
6170,0,0,33_self_harm,I’ve found creative expression helps me release emotions.,"32_coping, 0",32_coping
6171,0,0,33_self_harm,No thoughts like that lately.,"33_self_harm, 0",33_self_harm
6172,0,0,33_self_harm,My support system is solid and I rely on them during tough times.,"26_support_social, 0",26_support_social
6173,0,0,33_self_harm,I haven’t needed to use my crisis plan in months.,"8_safe, 0",8_safe
6174,0,0,33_self_harm,"I’m in a good place, so it doesn’t even cross my mind anymore.","33_self_harm, 0",33_self_harm
6175,0,0,33_self_harm,I’ve developed better tools to process pain.,"32_coping, 0",32_coping
6176,0,0,33_self_harm,"I practice gratitude, and it keeps me grounded in the good.","32_coping, 0",32_coping
6177,0,0,33_self_harm,I feel empowered in my recovery.,"2_mood, 0",2_mood
6178,0,0,33_self_harm,I’ve gone a year without any thoughts of self-harm.,"33_self_harm, 0",33_self_harm
6179,0,0,33_self_harm,I focus on my goals and they keep me motivated to stay safe.,"8_safe, 0",8_safe
6180,0,0,33_self_harm,I remind myself how far I’ve come when I struggle.,"32_coping, 0",32_coping
6181,0,0,33_self_harm,I trust myself to make healthy choices.,"17_problem, 0",17_problem
6182,0,0,33_self_harm,I haven’t self-harmed and don’t plan to.,"33_self_harm, 0",33_self_harm
6183,0,0,33_self_harm,I rely on therapy and healthy routines instead.,"4_care, 0",4_care
6184,0,0,33_self_harm,"Even on bad days, I can manage without harming myself.","33_self_harm, 0",33_self_harm
6185,0,0,33_self_harm,I’ve got emergency contacts I can reach out to.,"8_safe, 0",8_safe
6186,0,0,33_self_harm,I do grounding exercises when I feel triggered.,"32_coping, 0",32_coping
6187,0,0,33_self_harm,I’ve committed to a healthier lifestyle and it’s working.,"Other, 0","NA, 99"
6188,0,0,33_self_harm,I don’t have urges and I’m stable emotionally.,"2_mood, 0",2_mood
6189,0,0,33_self_harm,I monitor my emotions and act before it escalates.,"2_mood, 0",2_mood
6190,0,0,33_self_harm,I reward myself for not giving in to old habits.,"32_coping, 0",32_coping
6191,0,0,33_self_harm,"I’m in tune with myself now, I know when I need help.","32_coping, 0",32_coping
6192,0,0,33_self_harm,I haven’t had a crisis moment in quite some time.,"8_safe, 0",8_safe
6193,0,0,33_self_harm,"When I feel off, I reflect instead of reacting.","32_coping, 0",32_coping
6194,0,0,33_self_harm,"No urges or behaviors, I'm doing better than ever.","33_self_harm, 0",33_self_harm
6195,0,0,33_self_harm,Therapy has helped me create a lasting sense of peace.,"2_mood, 0",2_mood
6196,1,1,33_self_harm,"I’ve had urges occasionally, but I don’t act on them anymore.","33_self_harm, 1",33_self_harm
6197,1,1,33_self_harm,"Sometimes the thought crosses my mind, but I use skills to cope.","33_self_harm, 1",33_self_harm
6198,1,1,33_self_harm,"It’s been a while since I’ve self-harmed, but I do think about it under stress.","33_self_harm, 1",33_self_harm
6199,1,1,33_self_harm,"I haven’t done it recently, but I still have days when the urge returns.","33_self_harm, 1",33_self_harm
6200,1,0,33_self_harm,"I avoid things that could trigger self-harming, just in case.","33_self_harm, 0",33_self_harm
6201,1,1,33_self_harm,"The thoughts come up in tough moments, but I redirect myself quickly.","33_self_harm, 1",33_self_harm
6202,1,1,33_self_harm,"I’ve felt tempted a few times this month, but didn’t act on it.","33_self_harm, 1",33_self_harm
6203,1,0,33_self_harm,I journal about those feelings instead of acting on them.,"32_coping, 0",32_coping
6204,1,1,33_self_harm,"Sometimes I scratch lightly, but not in a way that breaks the skin.","33_self_harm, 1",33_self_harm
6205,1,1,33_self_harm,It helps to keep my environment safe and remove sharp objects.,"33_self_harm, 1",33_self_harm
6206,1,1,33_self_harm,"I still feel ashamed about past behavior, but I’m not doing it anymore.","2_mood, 1",2_mood
6207,1,0,33_self_harm,I keep a note on my phone of things to do instead when I get urges.,"32_coping, 0",32_coping
6208,1,1,33_self_harm,"The thoughts are still there, but they’re easier to manage now.","2_mood, 1",2_mood
6209,1,0,33_self_harm,"There are moments where I struggle, but I stay safe.","8_safe, 0",8_safe
6210,1,0,33_self_harm,I’ve talked to my therapist about those thoughts and we have a plan.,"4_care, 0",4_care
6211,1,1,33_self_harm,Sometimes I write on my arm with a marker instead of hurting myself.,"33_self_harm, 1",33_self_harm
6212,1,1,33_self_harm,"It’s not gone completely, but I’m getting better at managing.","32_coping, 1",32_coping
6213,1,1,33_self_harm,"I struggle with stress sometimes, and the urge briefly returns.","33_self_harm, 1",33_self_harm
6214,1,1,33_self_harm,I haven’t acted on those urges in months.,"33_self_harm, 1",33_self_harm
