Dimension,Dimension Label,Score,Response
Relationship with friends and colleagues,27_relationship_social,0,I’ve hosted friends from work at my home for dinner several times.
Relationship with friends and colleagues,27_relationship_social,0,I feel really connected to my friend group—we talk and meet up often.
Relationship with friends and colleagues,27_relationship_social,0,I spend most weekends with at least one friend or coworker.
Relationship with friends and colleagues,27_relationship_social,0,I regularly play sports with friends and coworkers from my office.
Relationship with friends and colleagues,27_relationship_social,0,I go on short trips with my best friends when we all get time off.
Relationship with friends and colleagues,27_relationship_social,0,I often invite coworkers to social events outside of work.
Relationship with friends and colleagues,27_relationship_social,0,I meet with friends for weekend brunches regularly.
Relationship with friends and colleagues,27_relationship_social,0,I’m in a band with coworkers and we practice weekly.
Relationship with friends and colleagues,27_relationship_social,0,I share meals with friends several times a week.
Relationship with friends and colleagues,27_relationship_social,0,I go to group fitness classes with friends and we hang out after.
Relationship with friends and colleagues,27_relationship_social,0,We’ve built a strong team bond that extends outside the office.
Relationship with friends and colleagues,27_relationship_social,0,I’ve grown very close to a few coworkers and we hang out often.
Relationship with friends and colleagues,27_relationship_social,0,I attend coworker weddings and family events.
Relationship with friends and colleagues,27_relationship_social,0,I love hanging out with my friends after our volunteer shifts.
Relationship with friends and colleagues,27_relationship_social,0,"I chat with friends on walks, hikes, or over dinner often."
Relationship with friends and colleagues,27_relationship_social,0,We have a strong friendship network at work that supports one another.
Relationship with friends and colleagues,27_relationship_social,0,I attend meetups and social events with my friend group frequently.
Relationship with friends and colleagues,27_relationship_social,0,I’m close enough with coworkers that we confide in each other outside of work.
Relationship with friends and colleagues,27_relationship_social,0,We host potlucks and small gatherings with colleagues often.
Relationship with friends and colleagues,27_relationship_social,0,I feel socially connected through my interactions with friends and peers.
Relationship with friends and colleagues,27_relationship_social,0,We organize friendly competitions and events with our team at work.
Relationship with friends and colleagues,27_relationship_social,0,I never feel isolated—I have people to hang out with at all times.
Relationship with friends and colleagues,27_relationship_social,0,I see my friends regularly and feel really satisfied with our relationships.
Relationship with friends and colleagues,27_relationship_social,0,I always look forward to hanging out with my peers after work.
Relationship with friends and colleagues,27_relationship_social,0,My friends and I often do movie nights and share life updates.
Relationship with friends and colleagues,27_relationship_social,0,"I’ve built a strong network of friends across work, school, and activities."
Relationship with friends and colleagues,27_relationship_social,0,I enjoy weekly hangouts with my team—it strengthens our bond.
Relationship with friends and colleagues,27_relationship_social,0,My social life includes friends from different areas of my life.
Relationship with friends and colleagues,27_relationship_social,0,I talk and laugh with coworkers every day—it’s a great environment.
Relationship with friends and colleagues,27_relationship_social,0,We go camping and plan weekend getaways as a group of friends.
Relationship with friends and colleagues,27_relationship_social,0,I always have someone to call or hang out with.
Relationship with friends and colleagues,27_relationship_social,0,I genuinely enjoy spending time with people I work and study with.
Relationship with friends and colleagues,27_relationship_social,0,I often hang out with teammates after our practice sessions.
Relationship with friends and colleagues,27_relationship_social,0,We celebrate small wins together and enjoy group lunches.
Relationship with friends and colleagues,27_relationship_social,0,We plan surprise parties for friends and colleagues often.
Relationship with friends and colleagues,27_relationship_social,1,"I hang out with friends occasionally, but not as often as I’d like."
Relationship with friends and colleagues,27_relationship_social,1,"I talk to coworkers at work, but we rarely socialize outside."
Relationship with friends and colleagues,27_relationship_social,1,"I used to go out more with friends, but lately it’s been less frequent."
Relationship with friends and colleagues,27_relationship_social,1,I sometimes feel left out when my friends make plans without me.
Relationship with friends and colleagues,27_relationship_social,1,"I grab coffee with coworkers once in a while, but we’re not that close."
Relationship with friends and colleagues,27_relationship_social,1,I have one or two friends I see every now and then.
Relationship with friends and colleagues,27_relationship_social,1,I’ve drifted apart from many of my old friends.
Relationship with friends and colleagues,27_relationship_social,1,"I chat with friends online, but we rarely meet in person."
Relationship with friends and colleagues,27_relationship_social,1,"I try to stay in touch with friends, but we’re all so busy."
Relationship with friends and colleagues,27_relationship_social,1,My coworkers and I talk during breaks but don’t hang out much otherwise.
Relationship with friends and colleagues,27_relationship_social,1,I don’t see my friends as often as I’d prefer.
Relationship with friends and colleagues,27_relationship_social,1,I mostly spend time alone outside of work.
Relationship with friends and colleagues,27_relationship_social,1,"I used to hang out with colleagues more, but that’s faded recently."
Relationship with friends and colleagues,27_relationship_social,1,I’ve been meaning to reconnect with old friends but haven’t yet.
Relationship with friends and colleagues,27_relationship_social,1,"I feel close to a few people at work, but we rarely hang out outside."
Relationship with friends and colleagues,27_relationship_social,1,I talk to my friends over text but don’t really meet up.
Relationship with friends and colleagues,27_relationship_social,1,"I want to be more social, but it’s hard to find time."
Relationship with friends and colleagues,27_relationship_social,1,I feel a bit distant from my friend group lately.
Relationship with friends and colleagues,27_relationship_social,1,"I hang out with coworkers at events, but we don’t talk beyond that."
Relationship with friends and colleagues,27_relationship_social,1,I don’t really have regular social plans with friends.
Relationship with friends and colleagues,27_relationship_social,1,I feel like I don’t get invited to hang out as much as others.
Relationship with friends and colleagues,27_relationship_social,1,I spend time with acquaintances but not close friends.
Relationship with friends and colleagues,27_relationship_social,1,"I try to join team lunches, but I often feel disconnected."
Relationship with friends and colleagues,27_relationship_social,1,I occasionally go out for drinks with friends but nothing consistent.
Relationship with friends and colleagues,27_relationship_social,1,"My social life isn’t what it used to be, but I still talk to people."
Relationship with friends and colleagues,27_relationship_social,1,I keep things surface-level with most coworkers.
Relationship with friends and colleagues,27_relationship_social,1,I miss hanging out like we used to before everyone got busy.
Relationship with friends and colleagues,27_relationship_social,1,I occasionally run into friends but don’t make plans actively.
Relationship with friends and colleagues,27_relationship_social,1,I hang out with others more for obligation than for fun.
Relationship with friends and colleagues,27_relationship_social,1,"I talk to friends at the gym, but we don’t connect outside."
Relationship with friends and colleagues,27_relationship_social,1,I’m trying to rebuild some of my old friendships.
Relationship with friends and colleagues,27_relationship_social,1,"My social life exists, but it’s kind of flat right now."
Relationship with friends and colleagues,27_relationship_social,1,I’ve become more passive in socializing compared to before.
Relationship with friends and colleagues,27_relationship_social,1,"I try to join virtual hangouts, but I don’t talk much."
Relationship with friends and colleagues,27_relationship_social,2,I’ve made a few new friends but don’t hang out yet.
Relationship with friends and colleagues,27_relationship_social,2,I don’t really talk to my friends anymore. We’ve grown apart.
Relationship with friends and colleagues,27_relationship_social,2,I feel like I’ve lost touch with both my friends and coworkers.
Relationship with friends and colleagues,27_relationship_social,2,I haven’t hung out with anyone in a long time.
Relationship with friends and colleagues,27_relationship_social,2,I feel very distant from the people I work with and used to call friends.
Relationship with friends and colleagues,27_relationship_social,2,I don’t have anyone I can comfortably hang out with these days.
Relationship with friends and colleagues,27_relationship_social,2,My relationship with coworkers is purely transactional—we don’t talk outside work.
Relationship with friends and colleagues,27_relationship_social,2,I avoid social situations at work and with friends because I feel anxious.
Relationship with friends and colleagues,27_relationship_social,2,I don’t feel like I belong in my workplace or my social circle.
Relationship with friends and colleagues,27_relationship_social,2,"I used to have close friends, but now I mostly keep to myself."
Relationship with friends and colleagues,27_relationship_social,2,I haven’t spoken to my friends in weeks or even months.
Relationship with friends and colleagues,27_relationship_social,2,I sit alone during lunch at work and don’t engage with colleagues.
Relationship with friends and colleagues,27_relationship_social,2,"My friends stopped inviting me to things, and I stopped reaching out too."
Relationship with friends and colleagues,27_relationship_social,2,I feel like an outsider in both my personal and professional relationships.
Relationship with friends and colleagues,27_relationship_social,2,I don’t have meaningful conversations with anyone these days.
Relationship with friends and colleagues,27_relationship_social,2,I often feel excluded or overlooked in social and work settings.
Relationship with friends and colleagues,27_relationship_social,2,I feel invisible around my coworkers and unimportant to my friends.
Relationship with friends and colleagues,27_relationship_social,2,I dread social interactions and have no close friendships anymore.
Relationship with friends and colleagues,27_relationship_social,2,I’ve had conflicts with friends and haven’t repaired the relationships.
Relationship with friends and colleagues,27_relationship_social,2,People at work don’t seem to care about me personally.
Relationship with friends and colleagues,27_relationship_social,2,"I used to have a good friend at work, but we don’t talk anymore."
Relationship with friends and colleagues,27_relationship_social,2,I’ve withdrawn from social life and don’t talk to friends or coworkers.
Relationship with friends and colleagues,27_relationship_social,2,"I don’t feel connected to anyone around me, not even at work."
Relationship with friends and colleagues,27_relationship_social,2,I’ve burned some bridges and haven’t made new connections since.
Relationship with friends and colleagues,27_relationship_social,2,"I spend most of my time alone, even during work breaks or weekends."
Relationship with friends and colleagues,27_relationship_social,2,I feel disconnected from my social life and don’t know how to fix it.
Relationship with friends and colleagues,27_relationship_social,2,I can’t remember the last time I was invited to hang out.
Relationship with friends and colleagues,27_relationship_social,2,My attempts to reconnect with friends haven’t gone well.
Relationship with friends and colleagues,27_relationship_social,2,I feel emotionally drained after trying to interact with others.
Relationship with friends and colleagues,27_relationship_social,2,I’ve lost trust in people around me due to past conflicts.
Relationship with friends and colleagues,27_relationship_social,2,I feel completely unsupported by both friends and coworkers.
Relationship with friends and colleagues,27_relationship_social,2,I often eat meals alone and spend weekends isolated.
Relationship with friends and colleagues,27_relationship_social,2,I try to stay under the radar at work because I don’t feel welcomed.
Relationship with friends and colleagues,27_relationship_social,2,I’ve stopped trying to make friends—it feels pointless now.
Relationship with friends and colleagues,27_relationship_social,2,I constantly feel like I’m not part of the group.
Relationship with friends and colleagues,27_relationship_social,2,I haven’t had a heart-to-heart with anyone in ages.
Relationship with friends and colleagues,27_relationship_social,2,I avoid office gatherings and ignore friend group messages.
Relationship with friends and colleagues,27_relationship_social,2,I often cry after work or on weekends from loneliness.
Relationship with friends and colleagues,27_relationship_social,2,I’ve stopped responding to social invitations because I feel out of place.
Relationship with friends and colleagues,27_relationship_social,2,I feel like people tolerate me but don’t truly want me around.
Relationship with friends and colleagues,27_relationship_social,2,I don’t feel emotionally safe around my coworkers or social group.
Relationship with friends and colleagues,27_relationship_social,2,I isolate myself because I feel judged by people I know.
Relationship with friends and colleagues,27_relationship_social,2,My last friendship ended badly and I haven’t recovered from it.
Relationship with friends and colleagues,27_relationship_social,2,I work in silence and go home to silence—there’s no connection.
Relationship with friends and colleagues,27_relationship_social,2,I see pictures of others hanging out without me and feel left out.
Relationship with friends and colleagues,27_relationship_social,2,I feel like a burden when I try to connect with people.
Relationship with friends and colleagues,27_relationship_social,2,I’ve had arguments with colleagues and now avoid them entirely.
Relationship with friends and colleagues,27_relationship_social,2,There’s no one I can talk to about my personal life anymore.
Relationship with friends and colleagues,27_relationship_social,2,I’ve become afraid of forming new relationships after being hurt.
Relationship with friends and colleagues,27_relationship_social,2,I’ve been ghosted by people I thought were my friends.
Relationship with friends and colleagues,27_relationship_social,2,Most of my messages to friends go unanswered lately and I don't think we are friends any more.
Managing boundaries in close relationship,28_boundary,0,"When I asked for alone time after work, they gave it without question."
Managing boundaries in close relationship,28_boundary,0,They always ask before posting pictures of us online.
Managing boundaries in close relationship,28_boundary,0,"I told them I didn’t like teasing about my appearance, and they stopped immediately."
Managing boundaries in close relationship,28_boundary,0,We both agreed to take weekends off for personal hobbies and have stuck to it.
Managing boundaries in close relationship,28_boundary,0,I can cry in front of them and feel nothing but comfort.
Managing boundaries in close relationship,28_boundary,0,They reminded me I don’t have to attend every family event if I’m tired.
Managing boundaries in close relationship,28_boundary,0,"When we disagreed on money, we set limits and talked through them calmly."
Managing boundaries in close relationship,28_boundary,0,They check in with me during heated conversations to make sure I’m okay.
Managing boundaries in close relationship,28_boundary,0,"When I asked to pause intimacy during a rough patch, they respected it fully."
Managing boundaries in close relationship,28_boundary,0,We talk openly about our needs around physical affection.
Managing boundaries in close relationship,28_boundary,0,"I once needed a break from texting all day, and they understood without offense."
Managing boundaries in close relationship,28_boundary,0,We take turns initiating hard conversations and support each other through them.
Managing boundaries in close relationship,28_boundary,0,"I told them I don’t like surprises, so they now check in before making plans."
Managing boundaries in close relationship,28_boundary,0,"When I changed my mind about something we agreed on, we talked it through respectfully."
Managing boundaries in close relationship,28_boundary,0,They always ask how I’m feeling before diving into stressful topics.
Managing boundaries in close relationship,28_boundary,0,We both go to therapy and share what we’re learning.
Managing boundaries in close relationship,28_boundary,0,We created a shared calendar to avoid overbooking each other’s time.
Managing boundaries in close relationship,28_boundary,0,They encourage me to pursue my personal goals and support me fully.
Managing boundaries in close relationship,28_boundary,0,"I feel safe saying, “I’m not ready to talk about this yet.”"
Managing boundaries in close relationship,28_boundary,0,We agreed to spend holidays with both families and found a fair compromise.
Managing boundaries in close relationship,28_boundary,0,I can ask for reassurance without feeling weak.
Managing boundaries in close relationship,28_boundary,0,"When I needed space after an argument, they didn’t take it personally."
Managing boundaries in close relationship,28_boundary,0,I never feel like I have to hide my thoughts or feelings.
Managing boundaries in close relationship,28_boundary,0,"They supported my decision to go back to school, even if it changed our schedule."
Managing boundaries in close relationship,28_boundary,0,We’ve openly talked about our past relationships and triggers.
Managing boundaries in close relationship,28_boundary,0,I can ask them to lower their voice when they get upset and they do.
Managing boundaries in close relationship,28_boundary,0,"They know I don’t like last-minute changes, so they keep me updated."
Managing boundaries in close relationship,28_boundary,0,We set mutual limits for phone use during quality time.
Managing boundaries in close relationship,28_boundary,0,They remind me it’s okay to rest even when I feel guilty.
Managing boundaries in close relationship,28_boundary,0,I feel comfortable telling them when I need help.
Managing boundaries in close relationship,28_boundary,0,We’ve created rituals to reconnect after time apart.
Managing boundaries in close relationship,28_boundary,0,They ask for consent in both big and small things.
Managing boundaries in close relationship,28_boundary,0,"When we travel, they make sure I have downtime built into the plan."
Managing boundaries in close relationship,28_boundary,0,We respect each other’s friendships and boundaries around socializing.
Managing boundaries in close relationship,28_boundary,0,"I once said “no” to a sexual experience, and they responded with kindness."
Managing boundaries in close relationship,28_boundary,0,They validate my emotions even when they don’t agree.
Managing boundaries in close relationship,28_boundary,0,"They asked me if I felt okay with how often we were texting, just to be sure."
Managing boundaries in close relationship,28_boundary,0,"I feel like we’re on the same team, especially when things get hard."
Managing boundaries in close relationship,28_boundary,0,"Yes, I feel completely at ease sharing my needs and limits."
Managing boundaries in close relationship,28_boundary,0,We regularly talk about boundaries and respect them mutually.
Managing boundaries in close relationship,28_boundary,0,I feel heard and supported when I bring up concerns.
Managing boundaries in close relationship,28_boundary,0,"I'm comfortable saying ""no"" without guilt."
Managing boundaries in close relationship,28_boundary,0,We both actively prioritize emotional safety.
Managing boundaries in close relationship,28_boundary,0,They check in with me before making assumptions.
Managing boundaries in close relationship,28_boundary,0,We navigate conflicts with honesty and empathy.
Managing boundaries in close relationship,28_boundary,0,I trust that my partner will honor my limits.
Managing boundaries in close relationship,28_boundary,0,We value and protect each other's personal space.
Managing boundaries in close relationship,28_boundary,0,Setting boundaries feels natural in our relationship.
Managing boundaries in close relationship,28_boundary,0,I feel emotionally safe even during tough conversations.
Managing boundaries in close relationship,28_boundary,0,We both encourage each other’s growth and independence.
Managing boundaries in close relationship,28_boundary,0,I don’t feel pressure to change who I am.
Managing boundaries in close relationship,28_boundary,0,I know I can be vulnerable without judgment.
Managing boundaries in close relationship,28_boundary,0,"They take my concerns seriously, even if they don’t fully understand them."
Managing boundaries in close relationship,28_boundary,0,We adjust boundaries over time as we grow together.
Managing boundaries in close relationship,28_boundary,0,My voice matters and is met with respect.
Managing boundaries in close relationship,28_boundary,0,I feel free to express myself without fear of rejection.
Managing boundaries in close relationship,28_boundary,0,They apologize and take accountability when they cross a line.
Managing boundaries in close relationship,28_boundary,0,I feel balanced in how much I give and receive emotionally.
Managing boundaries in close relationship,28_boundary,1,"I usually feel okay, but sometimes I hesitate to speak up."
Managing boundaries in close relationship,28_boundary,1,I avoid bringing up small issues to prevent conflict.
Managing boundaries in close relationship,28_boundary,1,I’m not always sure how to phrase my needs clearly.
Managing boundaries in close relationship,28_boundary,1,I sometimes feel guilty after setting boundaries.
Managing boundaries in close relationship,28_boundary,1,"They usually listen, but not always follow through."
Managing boundaries in close relationship,28_boundary,1,"We have good days, but occasionally communication breaks down."
Managing boundaries in close relationship,28_boundary,1,I’m still working on recognizing my own limits.
Managing boundaries in close relationship,28_boundary,1,I feel responsible for their emotions more than I should.
Managing boundaries in close relationship,28_boundary,1,Sometimes I say yes when I really want to say no.
Managing boundaries in close relationship,28_boundary,1,We rarely talk explicitly about boundaries.
Managing boundaries in close relationship,28_boundary,1,"They mean well, but occasionally overstep."
Managing boundaries in close relationship,28_boundary,1,I’m learning to advocate for myself more consistently.
Managing boundaries in close relationship,28_boundary,1,I often minimize my feelings to keep things peaceful.
Managing boundaries in close relationship,28_boundary,1,I get anxious before initiating serious conversations.
Managing boundaries in close relationship,28_boundary,1,"There’s some imbalance, but I’m not sure how to fix it."
Managing boundaries in close relationship,28_boundary,1,I sometimes wonder if I’m being too sensitive.
Managing boundaries in close relationship,28_boundary,1,They sometimes dismiss my concerns as “not a big deal.”
Managing boundaries in close relationship,28_boundary,1,"I don’t always feel emotionally safe, but I don’t think it’s intentional."
Managing boundaries in close relationship,28_boundary,1,I fear being seen as “needy” if I express certain needs.
Managing boundaries in close relationship,28_boundary,1,"It’s not harmful, but I want to improve how we handle boundaries."
Managing boundaries in close relationship,28_boundary,1,I sometimes agree to hang out when I’m exhausted because I don’t want to disappoint them.
Managing boundaries in close relationship,28_boundary,1,They tend to interrupt when I try to explain how I feel.
Managing boundaries in close relationship,28_boundary,1,"I said I needed more time alone, and they seemed a bit hurt, but accepted it."
Managing boundaries in close relationship,28_boundary,1,"When I mentioned I didn’t want to share everything on social media, they brushed it off."
Managing boundaries in close relationship,28_boundary,1,I feel like I always initiate serious conversations.
Managing boundaries in close relationship,28_boundary,1,They sometimes tease me about things I’ve said I’m sensitive about.
Managing boundaries in close relationship,28_boundary,1,I avoid certain topics because I know they’ll get defensive.
Managing boundaries in close relationship,28_boundary,1,I don’t always feel listened to when I talk about needing space.
Managing boundaries in close relationship,28_boundary,1,"When I declined sex once, they got quiet and withdrawn for the rest of the night."
Managing boundaries in close relationship,28_boundary,1,They expect me to be emotionally available even when I’m burned out.
Managing boundaries in close relationship,28_boundary,1,"I’m usually okay, but sometimes I walk on eggshells to keep things calm."
Managing boundaries in close relationship,28_boundary,1,"I’ve told them before that I don’t like jokes about my family, but they still do it occasionally."
Managing boundaries in close relationship,28_boundary,1,I often justify their behavior to my friends when they question it.
Managing boundaries in close relationship,28_boundary,1,We don’t really talk about boundaries unless there’s already a problem.
Managing boundaries in close relationship,28_boundary,1,I wish we could be more proactive about emotional check-ins.
Managing boundaries in close relationship,28_boundary,1,They sometimes talk over me when they’re upset.
Managing boundaries in close relationship,28_boundary,1,I’ve caught myself saying “It’s fine” when it really wasn’t.
Managing boundaries in close relationship,28_boundary,1,I hold back parts of myself out of fear they won’t like it.
Managing boundaries in close relationship,28_boundary,1,"They say they respect my independence, but they also make subtle digs when I spend time with others."
Managing boundaries in close relationship,28_boundary,1,"When I said I didn’t want to move too fast, they said, “You’re overthinking.”"
Managing boundaries in close relationship,28_boundary,1,"They listen, but sometimes change the subject when things get serious."
Managing boundaries in close relationship,28_boundary,1,I sometimes feel guilty for needing emotional support.
Managing boundaries in close relationship,28_boundary,1,I notice they become cold when I enforce a boundary.
Managing boundaries in close relationship,28_boundary,1,I want to be more honest but don’t always feel like the timing is right.
Managing boundaries in close relationship,28_boundary,1,I’ve felt pressure to share my phone password “just for transparency.”
Managing boundaries in close relationship,28_boundary,1,"I’m the one who always apologizes first, even when I’m not at fault."
Managing boundaries in close relationship,28_boundary,1,They joke about my insecurities and say I’m too sensitive.
Managing boundaries in close relationship,28_boundary,1,"I don’t feel unsafe, but I don’t always feel emotionally held either."
Managing boundaries in close relationship,28_boundary,1,I said I didn’t want to meet their parents yet and they seemed disappointed.
Managing boundaries in close relationship,28_boundary,1,We haven’t really defined what commitment looks like for both of us.
Managing boundaries in close relationship,28_boundary,1,They get jealous when I spend time with friends but say they’re “just protective.”
Managing boundaries in close relationship,28_boundary,1,"Sometimes they ignore me when they’re mad, and I don’t know how to respond."
Managing boundaries in close relationship,28_boundary,1,They say “sorry” but rarely change the behavior.
Managing boundaries in close relationship,28_boundary,1,I’ve started keeping certain things to myself to avoid conflict.
Managing boundaries in close relationship,28_boundary,1,They call me needy if I ask for more reassurance.
Managing boundaries in close relationship,28_boundary,1,"When I said I needed therapy, they asked if I was “overreacting.”"
Managing boundaries in close relationship,28_boundary,1,I sometimes feel overwhelmed by how much they rely on me emotionally.
Managing boundaries in close relationship,28_boundary,1,I get nervous telling them I disagree about something serious.
Managing boundaries in close relationship,28_boundary,1,I’ve been second-guessing my gut more than usual.
Managing boundaries in close relationship,28_boundary,1,"I’m not unhappy, but I feel like something isn’t quite balanced."
Managing boundaries in close relationship,28_boundary,2,I feel scared to express my needs.
Managing boundaries in close relationship,28_boundary,2,They ignore or mock me when I set boundaries.
Managing boundaries in close relationship,28_boundary,2,I often feel emotionally manipulated or controlled.
Managing boundaries in close relationship,28_boundary,2,I pretend everything’s okay to avoid conflict.
Managing boundaries in close relationship,28_boundary,2,I don’t feel safe saying “no.”
Managing boundaries in close relationship,28_boundary,2,My partner gets angry or distant when I assert myself.
Managing boundaries in close relationship,28_boundary,2,I’m constantly anxious around them.
Managing boundaries in close relationship,28_boundary,2,They make me feel guilty for asking for space.
Managing boundaries in close relationship,28_boundary,2,I’ve stopped trying to express my needs because it doesn’t change anything.
Managing boundaries in close relationship,28_boundary,2,I feel trapped or stuck in the relationship.
Managing boundaries in close relationship,28_boundary,2,They cross boundaries even after I’ve clearly stated them.
Managing boundaries in close relationship,28_boundary,2,I’m starting to feel like I’m losing myself.
Managing boundaries in close relationship,28_boundary,2,I’m afraid of what they’ll do if I push back.
Managing boundaries in close relationship,28_boundary,2,I don’t think they care about how I feel.
Managing boundaries in close relationship,28_boundary,2,I feel more alone with them than I do by myself.
Managing boundaries in close relationship,28_boundary,2,They blame me for their behavior and emotions.
Managing boundaries in close relationship,28_boundary,2,I constantly doubt my worth because of how I’m treated.
Managing boundaries in close relationship,28_boundary,2,There are power imbalances I’m scared to confront.
Managing boundaries in close relationship,28_boundary,2,I feel emotionally unsafe but unsure how to leave.
Managing boundaries in close relationship,28_boundary,2,I think I need help getting out or figuring this out.
Managing boundaries in close relationship,28_boundary,2,I told them “no” and they kept pushing until I gave in.
Managing boundaries in close relationship,28_boundary,2,They constantly check my location and ask who I’m with.
Managing boundaries in close relationship,28_boundary,2,I feel scared to disagree because I don’t know how they’ll react.
Managing boundaries in close relationship,28_boundary,2,They yelled at me when I tried to leave the room during a fight.
Managing boundaries in close relationship,28_boundary,2,"I once cried during an argument, and they told me I was being manipulative."
Managing boundaries in close relationship,28_boundary,2,They make me feel guilty for having friends they don’t like.
Managing boundaries in close relationship,28_boundary,2,I’ve stopped seeing people they disapprove of just to avoid conflict.
Managing boundaries in close relationship,28_boundary,2,I said I wanted space and they accused me of cheating.
Managing boundaries in close relationship,28_boundary,2,They once threatened to hurt themselves if I broke up with them.
Managing boundaries in close relationship,28_boundary,2,They tell me I’m too emotional to make good decisions.
Managing boundaries in close relationship,28_boundary,2,I feel like I can’t be myself without being criticized.
Managing boundaries in close relationship,28_boundary,2,"When I ask for privacy, they call me secretive."
Managing boundaries in close relationship,28_boundary,2,They’ve shared things I told them in confidence to others.
Managing boundaries in close relationship,28_boundary,2,I’ve started lying just to feel safe.
Managing boundaries in close relationship,28_boundary,2,They go through my phone regularly without asking.
Managing boundaries in close relationship,28_boundary,2,I no longer feel like I have control over my own time.
Managing boundaries in close relationship,28_boundary,2,They make fun of my body even when I’ve asked them to stop.
Managing boundaries in close relationship,28_boundary,2,I avoid going home sometimes because of the tension.
Managing boundaries in close relationship,28_boundary,2,They twist my words and tell me I’m imagining things.
Managing boundaries in close relationship,28_boundary,2,I’ve cried myself to sleep more times than I can count.
Managing boundaries in close relationship,28_boundary,2,They once locked me in a room during a fight.
Managing boundaries in close relationship,28_boundary,2,"I feel like I’m always apologizing, even when I don’t know what I did wrong."
Managing boundaries in close relationship,28_boundary,2,"When I try to leave, they threaten to ruin my reputation."
Managing boundaries in close relationship,28_boundary,2,They punish me with silence for days if I upset them.
Managing boundaries in close relationship,28_boundary,2,They make me feel worthless without them.
Managing boundaries in close relationship,28_boundary,2,I feel physically tense and panicky when they text me.
Managing boundaries in close relationship,28_boundary,2,They’ve pushed me during fights and later blamed me for provoking them.
Managing boundaries in close relationship,28_boundary,2,I don’t recognize who I am anymore since being in this relationship.
Managing boundaries in close relationship,28_boundary,2,They say no one else would ever love me like they do.
Managing boundaries in close relationship,28_boundary,2,I have to ask for permission before making decisions.
Managing boundaries in close relationship,28_boundary,2,They track my spending and shame me for every dollar.
Managing boundaries in close relationship,28_boundary,2,I don’t feel safe expressing myself around them.
Managing boundaries in close relationship,28_boundary,2,They accuse me of being dramatic anytime I cry.
Managing boundaries in close relationship,28_boundary,2,I have nightmares about our arguments.
Managing boundaries in close relationship,28_boundary,2,My friends have said they’re worried about how I’m being treated.
Managing boundaries in close relationship,28_boundary,2,I sometimes wonder if this is emotional abuse.
Managing boundaries in close relationship,28_boundary,2,"I’ve thought about leaving, but I’m scared of what they’ll do."
Managing boundaries in close relationship,28_boundary,2,I’ve had to hide my therapist appointments from them.
Managing boundaries in close relationship,28_boundary,2,"I feel like I’m surviving, not living, in this relationship."
Managing sexual safety,29_safe_sex,0,I always use protection and communicate with my partner beforehand.
Managing sexual safety,29_safe_sex,0,My partner and I get tested regularly and we’ve agreed to be exclusive.
Managing sexual safety,29_safe_sex,0,I never feel pressured to have sex and I always make sure it’s consensual.
Managing sexual safety,29_safe_sex,0,"I use condoms every time, even with long-term partners."
Managing sexual safety,29_safe_sex,0,We agreed on using PrEP as an extra precaution and it’s working well for us.
Managing sexual safety,29_safe_sex,0,I stay sober or limit drinking when I know I might be sexually active.
Managing sexual safety,29_safe_sex,0,I feel confident setting boundaries and sticking to them.
Managing sexual safety,29_safe_sex,0,I avoid risky environments and ensure I’m in control of the situation.
Managing sexual safety,29_safe_sex,0,"If I have a new partner, I wait until we both test negative before unprotected sex."
Managing sexual safety,29_safe_sex,0,I educate myself regularly about sexual health and STIs.
Managing sexual safety,29_safe_sex,0,We use both condoms and another method of birth control.
Managing sexual safety,29_safe_sex,0,My partner and I check in regularly about comfort levels and consent.
Managing sexual safety,29_safe_sex,0,I haven’t had any unplanned sexual experiences in the past year.
Managing sexual safety,29_safe_sex,0,"I always carry condoms just in case, I like to be prepared."
Managing sexual safety,29_safe_sex,0,I’m in a monogamous relationship and we both test regularly.
Managing sexual safety,29_safe_sex,0,"Even in casual situations, I prioritize using protection."
Managing sexual safety,29_safe_sex,0,I take responsibility for my own sexual health and get tested every 6 months.
Managing sexual safety,29_safe_sex,0,I’m on birth control and we use condoms as well.
Managing sexual safety,29_safe_sex,0,We’ve set clear rules around safe sex that work for both of us.
Managing sexual safety,29_safe_sex,0,I never let someone pressure me into anything I’m not comfortable with.
Managing sexual safety,29_safe_sex,0,I practice mutual consent and check in frequently during sex.
Managing sexual safety,29_safe_sex,0,I’ve taken a sexual health workshop before and found it empowering.
Managing sexual safety,29_safe_sex,0,I know how to recognize red flags and leave unsafe situations.
Managing sexual safety,29_safe_sex,0,I maintain personal hygiene and encourage it in partners too.
Managing sexual safety,29_safe_sex,0,I’ve discussed emergency contraception with my doctor and know my options.
Managing sexual safety,29_safe_sex,0,I plan ahead if I think a situation might lead to sex.
Managing sexual safety,29_safe_sex,0,I know where to access free or affordable STI testing.
Managing sexual safety,29_safe_sex,0,I haven’t had any STI scares and feel confident about my practices.
Managing sexual safety,29_safe_sex,0,We talk about new partners and expectations openly in our poly relationship.
Managing sexual safety,29_safe_sex,0,"Even during one-night stands, I use condoms and ask about STI testing."
Managing sexual safety,29_safe_sex,0,I’ve disclosed my STI status honestly to partners and it was respected.
Managing sexual safety,29_safe_sex,0,I use protection even during oral sex when appropriate.
Managing sexual safety,29_safe_sex,0,I’ve never had sex under pressure or coercion.
Managing sexual safety,29_safe_sex,0,I use dating apps that allow for health info sharing like STI status.
