Dimension,Dimension Label ,Original Response,Original Response Score,Follow-up Response,Follow-up Response Score
Productivity at work or school,30_productivity,I have problem concentrate and focus.,2,"Follow-up: What I mean is that I often find my mind wandering off to other things while I'm trying to work or study. Sometimes, it's because of external distractions like noise or interruptions. Other times, it's internal distractions like stress or worry. I've tried some strategies like setting specific goals for each work session and taking regular breaks, but I'm still struggling with maintaining focus for long periods.",0
Productivity at work or school,30_productivity,I cannot focus.,2,"Follow-up: Besides that, I have also been having trouble sleeping lately. I usually stay up late at night and wake up feeling tired in the morning. This has been affecting my daily routine and overall mood.",1
Productivity at work or school,30_productivity,It's hard for me to concentrate,2,"Follow-up: I find it challenging to maintain focus because of the numerous distractions around me. For instance, I'm constantly being bombarded with emails, phone calls, and interruptions from colleagues. Furthermore, the stress of meeting deadlines adds to the difficulty, making it hard for me to stay productive throughout the day.",0
Productivity at work or school,30_productivity,It's hard for me to focus on something.,2,Follow-up: I've recently taken up gardening as a hobby. It's a refreshing change of pace and I've found that it really helps me relax and de-stress. I love seeing the plants grow and thrive under my care.,1
Productivity at work or school,30_productivity,It's hard for me to focus on my job.,2,"Follow-up: My difficulty in focusing on my job is because of multiple reasons. First, the remote work setting due to the pandemic has blurred the line between professional and personal life. Second, there's a lot of noise and distraction in the house which interrupts my flow of work. And lastly, the work pressure and deadlines are creating a lot of stress, which is affecting my ability to concentrate.",0
Productivity at work or school,30_productivity,It's hard for me to focus on my work.,2,"Follow-up: Lately, I've been struggling with concentrating on my tasks due to various distractions. These include noise from my surroundings, frequent interruptions from colleagues, and the lure of social media. Additionally, I've been feeling quite stressed and overwhelmed with the workload, which is also affecting my ability to focus and perform effectively.",0
Productivity at work or school,30_productivity,It's hard for me to focus on my study.,2,"Follow-up: My struggle with focus might be due to several reasons. It could be because of my poor time management skills or the distractions in my environment. I have been trying to study in my room, which is not the quietest place. Besides, I find it difficult to resist the urge to check my social media frequently, which also hampers my concentration.",0
Productivity at work or school,30_productivity,I don't feel productive recently.,2,"Follow-up: I have been working on multiple projects at the same time, and it's causing me to feel overwhelmed and stressed. I'm finding it hard to concentrate and complete tasks efficiently. Additionally, I've been dealing with personal issues that have been distracting me from my work.",0
Productivity at work or school,30_productivity,I am less productive recently.,2,"Follow-up: My productivity has taken a hit due to a variety of factors. I've been feeling overwhelmed with the workload and there have been some personal issues that have been distracting me. I am also spending a lot of time on unnecessary meetings, which eats into the time I have for actual work. Thus, the output of my work has been less than usual.",0
Productivity at work or school,30_productivity,I don't know how to focus on my work.,2,"Follow-up: It's been challenging for me to concentrate on tasks lately. I get easily distracted by minor things around me, like phone notifications, or sometimes I just catch myself daydreaming. Additionally, I've been struggling with managing my time efficiently, which causes me to rush through tasks or miss deadlines. I think I need to develop a better workflow or find effective strategies to improve my focus and productivity.",0
Productivity at work or school,30_productivity,I don't know how to concentrate.,2,"Follow-up: I struggle with staying focused on my tasks. It's not that I don't want to work, but I often find my mind wandering to other topics or getting distracted by things happening around me. It's particularly troublesome when I'm working on complex projects or tasks that require a high level of attention and concentration. It's something I really want to improve on.",0
Productivity at work or school,30_productivity,I have no inspiration these days.,2,"Follow-up: I've been trying to learn to play the guitar lately. It's something I've always wanted to do but never had the time for. Now that I've started, I'm finding it more difficult than I thought, but I'm still determined to keep at it.",1
Productivity at work or school,30_productivity,I find it is difficult to focus on anything.,2,"Follow-up: What I mean is, I often get distracted by things around me, like noise from my colleagues, a lot of emails popping up, or sometimes, even my own thoughts. I've tried different methods to improve my concentration, like using a focus music or time management techniques, but they don't seem to work effectively for me.",0
Productivity at work or school,30_productivity,I find it is difficult to concentrate.,2,"Follow-up: I constantly find myself distracted by various things, such as social media, emails, or even just daydreaming. I feel like I have a lot on my plate and it's hard to focus on one task at a time. It's been affecting my productivity both at work and school, and I feel like I'm not accomplishing as much as I could.",0
Productivity at work or school,30_productivity,I am not able to focus on anything.,2,"Follow-up: By the way, I am planning to start a new fitness routine. I heard that regular exercise improves mental health and concentration. I'm thinking of starting with simple exercises and gradually increase the intensity.",1
Productivity at work or school,30_productivity,I am not able to concentrate.,2,"Follow-up: My inability to concentrate is affecting my productivity at work. I find myself easily distracted by external factors like noise, and also internal factors such as stress and anxiety. I've tried different strategies like using noise-canceling headphones and taking regular breaks, but none seem to work effectively. I feel this is a bigger issue that needs to be addressed for me to perform optimally.",0
Productivity at work or school,30_productivity,I am easily to be disturbed when I study.,2,Follow-up: My best friend is having a birthday party next weekend. I am thinking about what gift should I give to her. She likes painting. Do you have any suggestions?,1
Productivity at work or school,30_productivity,I am easily to be disturbed when I work.,2,"Follow-up: I find it quite challenging to concentrate on my tasks when there's noise or many people around me. I often lose my focus and get distracted by the slightest sounds or movements. This affects my productivity as I cannot complete my tasks on time. I've tried using earplugs, but it doesn't seem to help much. It's a real struggle for me.",0
Productivity at work or school,30_productivity,I can't concentrate on anything.,2,Follow-up: I have a pet dog. He is very playful and sometimes acts naughty. He always wants to play and gets upset if I don't pay attention to him.,1
Productivity at work or school,30_productivity,I can't do anything recently.,2,Follow-up: I am thinking about getting a pet. I always loved animals and I think having a pet could bring some positivity and joy in my life.,1
Productivity at work or school,30_productivity,I have no inspiration when I work.,2,"Follow-up: It's been quite challenging for me lately as I seem to be stuck in a rut. I've been trying to come up with new ideas, but nothing seems to be sparking my creativity. Maybe it's due to the repetitive nature of my work or the lack of new challenges. I'm trying to find ways to change my routine and environment to hopefully reignite my inspiration.",0
Productivity at work or school,30_productivity,I am easily disturbed when I study.,2,Follow-up: My favorite hobby is cooking. I find it relaxing and it really helps to take my mind off things. I especially love experimenting with different cuisines and flavors.,1
Productivity at work or school,30_productivity,I am easy to be disturbed when I study.,2,"Follow-up: I have a pet cat named Whiskers. He's a really playful and lively creature, always running around the house and looking for ways to entertain himself. It's a delight to watch him, but sometimes it also becomes a distraction when I'm trying to focus.",0
Motivation at work or school,31_motivation,I am not motivated to work.,2,"Follow-up: I have been feeling disconnected and unfulfilled at work lately. The tasks I am assigned seem monotonous and I don't feel challenged anymore. Additionally, there is a lack of appreciation and recognition for the work I do, which further diminishes my motivation. I believe I need to find new ways to rekindle my passion for work or perhaps seek opportunities where my skills and efforts are recognized.",0
Motivation at work or school,31_motivation,I only work to make a living but I don't like it.,2,"Follow-up: What I mean is, I'm not passionate about my current job. It's more of a necessity, as I need to pay my bills and make ends meet. I feel like I'm just going through the motions and there's a lack of fulfillment or satisfaction in what I do.",0
Motivation at work or school,31_motivation,I am frustrated about my job.,2,"Follow-up: Apart from my job, I am also trying to learn a new language. It's Spanish and I find it quite interesting.",1
Motivation at work or school,31_motivation,I want to find a new place to work.,2,Follow-up: I've recently taken up painting as a hobby. It's a great stress-reliever and lets me express my creativity.,1
Motivation at work or school,31_motivation,I don't want to work.,2,"Follow-up: I am currently feeling unmotivated and drained, perhaps due to the repetitive nature of my tasks. The lack of challenges and creative opportunities in my job have led me to this state of disinterest. I am also unable to see a clear progression path for my career, which is quite discouraging.",0
Motivation at work or school,31_motivation,I hate my job.,2,Follow-up: I have been working in the same position for the last five years without any promotion or salary increment. The work has become monotonous and there is no room for creativity or growth. My boss is also quite demanding and doesn't appreciate the effort I put into my work. All these factors have made me dislike my job.,0
Motivation at work or school,31_motivation,My job is awful.,2,Follow-up: My job is awful because the workload is too much and the deadlines are unrealistic. The management doesn't appreciate the effort we put into our work. I have been doing overtime for the past few weeks. This situation is causing me constant stress and fatigue.,0
Motivation at work or school,31_motivation,I don't want to continue my job.,2,"Follow-up: I am thinking about starting a new hobby, such as painting or playing a musical instrument.",1
Motivation at work or school,31_motivation,My job is disgusting.,2,"Follow-up: I feel this way because I am constantly overloaded with tasks and the office environment is quite stressful. There seems to be a lack of appreciation for the hard work and long hours that I put in. Additionally, there's little opportunity for growth and advancement, which makes me feel stagnant and unfulfilled in my career.",0
Motivation at work or school,31_motivation,I am not able to work.,2,"Follow-up: I'm feeling a lack of motivation and enthusiasm in my job recently. The tasks seem monotonous and there seems to be no room for creativity or growth. I miss the challenges and the sense of accomplishment that used to come with them. Perhaps, I need to reconsider my career path or look for ways to reignite my passion for work.",0
Motivation at work or school,31_motivation,I can't breathe when working.,2,"Follow-up: By saying ""I can't breathe,"" I mean I'm feeling overwhelmed and stressed at my work. The workload has increased substantially in the last few months, and I'm finding it hard to keep up. My role involves a lot of multitasking, and the pressure to meet deadlines is immense. Moreover, I'm currently working from home due to the pandemic, which has blurred the boundaries between my personal and professional life. All these factors have made it challenging for me to stay motivated and productive.",0
Motivation at work or school,31_motivation,I can't bear my job.,2,Follow-up: I am planning to start a blog about cooking. I have always been passionate about food and culinary arts. I think it would be a nice way to share my recipes and cooking tips with a larger audience.,1
Motivation at work or school,31_motivation,It's truly annoying to work.,2,"Follow-up: I started reading a book recently, it's called ""The Alchemist"" by Paulo Coelho. It's a story about following your dreams and listening to your heart. It's quite inspirational and gives me a break from the reality of work.",1
Motivation at work or school,31_motivation,My collegues' faces are awful.,2,"Follow-up: In my free time, I really enjoy hiking. There's something incredibly peaceful about being out in nature and away from the hustle and bustle of city life.",1
Motivation at work or school,31_motivation,My job make me want to die.,2,"Follow-up: Apart from my job, I love painting. It's something that helps me to relax and forget about my stress. I usually paint landscapes and nature scenes. I find it very therapeutic and calming.",1
Motivation at work or school,31_motivation,I feel terrible with my job.,2,"Follow-up: I'm feeling unfulfilled and unmotivated in my current role because it doesn't challenge me or allow me to use my full set of skills. I also feel like I'm not growing professionally as there are limited opportunities for advancement in my current job. Additionally, the work environment is not conducive to creativity and collaboration, which is something I thrive on. I am also struggling with the lack of constructive feedback from my superiors.",0
Motivation at work or school,31_motivation,I feel bad to work.,2,Follow-up: I have recently started learning a musical instrument. It's been a fun and fulfilling experience. It's a nice way to relax and take my mind off things.,1
Motivation at work or school,31_motivation,I want to give up my job.,2,"Follow-up: I've been feeling overwhelmed and undervalued at my current job. The workload is too heavy and there is little to no recognition for the efforts I put in. Besides, I'm not able to use my skills and talents to their full potential. It's really disheartening and demotivating.",0
Motivation at work or school,31_motivation,I don't know how to continue to work.,2,"Follow-up: I have been feeling extremely overwhelmed and unmotivated at work lately. The workload has been immense and there is a lot of pressure to meet tight deadlines. I'm not receiving much guidance or support from my supervisor, which makes the situation even worse. It's not that I don't enjoy what I do, but the current environment and circumstances are making it hard for me to continue.",0
Motivation at work or school,31_motivation,My job make me unhappy.,2,Follow-up: I have been thinking about adopting a pet. I believe having a pet might be a good way to reduce stress and to bring some happiness into my life.,1
Motivation at work or school,31_motivation,I am so mad when working.,2,Follow-up: I am mad because I constantly have to deal with heavy workload and tight deadlines. The pressure is immense and there is very little appreciation or recognition for the work done. This lack of motivation and support has been affecting my productivity and overall mood at work.,0
Motivation at work or school,31_motivation,I feel anxious when working.,2,"Follow-up: This anxiety often stems from an overwhelming amount of tasks I need to complete, and the pressure to continuously perform at a high level. There are also moments when I question my ability to meet the expectations of my superiors or teachers, which adds to my stress.",0
Motivation at work or school,31_motivation,I feel disgusted when working.,2,"Follow-up: On a completely different note, I have been thinking about adopting a pet. I feel like having a furry companion will bring a lot of positivity into my life.",1
Motivation at work or school,31_motivation,I am unhappy when working.,2,Follow-up: I am planning to adopt a pet. I have always loved animals and think having a companion around the house will bring a lot of joy and positivity in my life.,1
Motivation at work or school,31_motivation,I feel so bad when working.,2,"Follow-up: The pressure and workload at my job has been overwhelming recently. Deadlines are tighter and expectations are higher, which is leading to stress and burnout. I also feel like I'm not getting the recognition I deserve for the work I am putting in, which is affecting my motivation to perform well. I've tried to cope by taking short breaks and practicing mindfulness, but it's not enough.",0
Motivation at work or school,31_motivation,I always want to cry when working.,2,"Follow-up: My job entails a lot of responsibilities and I often find myself overwhelmed with the workload. I feel like I'm always catching up and never really able to get ahead or take a break. The pressure from my boss and the high expectations can be too much at times, making me feel emotionally drained.",0
Motivation at work or school,31_motivation,I want to quit from my job.,2,Follow-up: I have been trying to learn playing guitar for a while. I have made some progress but I still need to practice more to play it smoothly.,1
Coping skills to de-stress,32_coping,I never know how to calm down.,2,"Follow-up: I always find myself overwhelmed with anxiety and stress, especially during high-pressure situations. I've tried deep breathing and meditation, but it's hard for me to focus and quiet my mind. I often end up feeling more stressed because I can't do it correctly. I believe I need professional help to learn the right techniques to manage my stress.",0
Coping skills to de-stress,32_coping,I have no idea how to release my anxiety.,2,"Follow-up: I often find myself overwhelmed with work and personal issues and it's hard for me to relax. I've tried things like reading or taking a walk, but it doesn't seem to help. I've heard about techniques like meditation and deep breathing, but I'm not sure how to start.",0
Coping skills to de-stress,32_coping,I don't know how to relax myself.,2,"Follow-up: I tend to overthink things and constantly worry about the future, which keeps me from feeling relaxed. I've tried meditating and doing yoga, but I struggle to quiet my mind. I also don't have any hobbies that help me unwind. I am always caught up in work or other responsibilities.",0
Coping skills to de-stress,32_coping,I am not able to calm down.,2,"Follow-up: I am thinking about adopting a pet. I heard that pets can bring a lot of joy and happiness to our lives. I am leaning towards getting a dog, as they are known to be loyal and friendly.",1
Coping skills to de-stress,32_coping,There is no way for me to calm down.,2,Follow-up: I have been trying to learn a new language recently. It's been quite challenging but also exciting. I always had a fascination for different cultures and their languages.,1
Coping skills to de-stress,32_coping,I can do nothing to calm down.,2,Follow-up: I have a fascination with astronomy. Star-gazing is something that I find truly mesmerizing. The vastness of the universe and the twinkling stars truly make me forget all my worries and stress.,1
Coping skills to de-stress,32_coping,I do nothing to release my anxiety.,2,Follow-up: I am a big fan of science fiction movies. I have watched Star Wars series multiple times and it always fascinates me.,1
Coping skills to de-stress,32_coping,Nothing could be done to make me calm down.,2,"Follow-up: What I mean is, I'm in a high-stress job and face constant deadlines. Despite trying different methods like meditation, exercise, and even therapy, I still find myself overwhelmed. I've been unable to find any effective coping mechanisms that can help me manage my stress levels.",0
Coping skills to de-stress,32_coping,It is difficult for me to calm down.,2,"Follow-up: I often find myself feeling overwhelmed by my thoughts and emotions, which makes it hard for me to relax. Even when I try techniques like deep breathing or meditation, I find it challenging to quiet my mind. Activities that I used to enjoy, like reading or taking a walk, no longer seem to help me unwind. I feel constantly on edge and it's affecting my sleep and overall well-being.",0
Coping skills to de-stress,32_coping,It is impossible for me to be relaxed.,2,"Follow-up: Whenever I try to relax, my mind always races with thoughts, and I can't seem to quiet them. It's like I'm always on high alert, even when there's nothing to be worried about. I've tried techniques like meditation and deep breathing, but they haven't worked for me.",0
Exhibiting control over self-harming behavior,33_self_harm,I sometimes want to hurt myself.,2,Follow-up: I've been trying to learn a new language recently. It's Italian. The language is quite fascinating and it's a good distraction for me.,1
Exhibiting control over self-harming behavior,33_self_harm,I sometimes have self-harming thoughts.,2,Follow-up: I've been working on my gardening skills lately. I find it therapeutic to see something grow out of the care and time I put into it. It's a distraction from my negative thoughts.,1
Exhibiting control over self-harming behavior,33_self_harm,I once cut my wrist.,2,Follow-up: I have a pet cat named Whiskers. She's really playful and loves to curl up next to me while I read. Having her around brings me a lot of joy and comfort.,1
Exhibiting control over self-harming behavior,33_self_harm,I have hurt myself recently.,2,"Follow-up: It was a moment of overwhelming stress and sadness. I felt like I didn't have control over my emotions. I know it's not healthy or productive, and I am actively seeking help and resources to manage my stress and emotions better in the future. I am also trying to establish a support network of friends and professionals who can help me in times of crisis.",0
Exhibiting control over self-harming behavior,33_self_harm,I always want to have self-harmimg behaviours.,2,Follow-up: I recently started learning to play the guitar. It's a new hobby that I've picked up. It does help to distract me a little bit.,1
Exhibiting control over self-harming behavior,33_self_harm,I tried to suicide.,2,Follow-up: It was a dark time in my life when I felt extremely hopeless and thought there was no way out. I was dealing with some personal issues that I couldn't handle on my own. The immense pressure and hopelessness led me to contemplate suicide. But I am seeking help now to overcome my inner demons and trying my best to regain my mental health.,0
Exhibiting control over self-harming behavior,33_self_harm,I tried to kill myself.,2,"Follow-up: I have been trying to get into painting recently. It's a kind of therapy for me. When I am painting, I am so engrossed in it that I forget all my worries. It's like I am in a different world.",1
Exhibiting control over self-harming behavior,33_self_harm,I have tried to hurt myself.,2,Follow-up: I've been working on a new painting recently. It's a landscape of a beautiful sunset over the ocean. I find that focusing on my art helps me to distract my mind from negative thoughts.,1
Exhibiting control over self-harming behavior,33_self_harm,I hurt myself when I feel bad.,2,"Follow-up: The self-harming behavior usually emerges when I'm overwhelmed by negative emotions or stress. It feels like a way to release those pent-up feelings. However, I understand that it's an unhealthy coping mechanism and I am striving to seek professional help to manage such feelings in a better way.",0
Exhibiting control over self-harming behavior,33_self_harm,I hurt myself when I feel pain.,2,"Follow-up: Apart from this, I have been trying to learn a new language recently. It's challenging, but it's also a good distraction. I've always been fascinated by different cultures and their languages.",1
Exhibiting control over self-harming behavior,33_self_harm,I think self-harming behaviours help me to remove anxiety.,2,Follow-up: I am a big fan of football. I watch almost every match of my favorite team. It's my way to relax and escape from reality for a while.,1
Exhibiting control over self-harming behavior,33_self_harm,I hurt myself when I feel nervous.,2,Follow-up: I enjoy painting a lot. It helps me to relax. I usually spend my weekends painting and listening to calm music. It's like meditation for me.,1
Exhibiting control over self-harming behavior,33_self_harm,I want to hurt myself when I am mad.,2,Follow-up: The weather has been really nice these days. I enjoy watching the sunset in the evening. It calms me down and helps me forget about the anger and frustration for a while.,1
Exhibiting control over self-harming behavior,33_self_harm,Hurting myself can make me easier.,2,"Follow-up: Besides, I have been trying to adopt a pet recently. I think a pet can provide me emotional support and help me going through the hard times.",1
Exhibiting control over self-harming behavior,33_self_harm,Hurting myself can make me relaxed.,2,"Follow-up: Besides, I'm also struggling with my studies. The pressure is so much, and I feel like I'm not performing as well as I should be. I'm constantly comparing myself to my peers, and it's really affecting my self-esteem.",1
Exhibiting control over self-harming behavior,33_self_harm,It's useful to remove pain by hurting myself.,2,"Follow-up: I am planning to get a pet, probably a dog. I have read studies that suggest pets can help in reducing stress and anxiety. They can help to provide emotional support in times of crisis.",1
Exhibiting control over self-harming behavior,33_self_harm,Self-harming behaviours make me less painful.,2,"Follow-up: It's a coping mechanism that I've developed over time to deal with extreme emotional or psychological distress. I've been struggling with feelings of loneliness and isolation, and the physical pain distracts me from these feelings. I understand it's not healthy and I'm trying to find healthier ways to cope.",0
Exhibiting control over self-harming behavior,33_self_harm,I hurt myself when I feel lonely.,2,"Follow-up: The loneliness can sometimes be overwhelming and I resort to self-harm as a way to cope with the emotional pain. I usually feel a sense of relief after, but I realize it's not a healthy coping mechanism and I'm trying to seek help to manage these feelings better.",0
Exhibiting control over self-harming behavior,33_self_harm,I hurt myself when I feel unsatisfied.,2,Follow-up: I really enjoy painting. It helps me to express my emotions and thoughts on canvas. I have recently completed a portrait of my cat.,1
Exhibiting control over self-harming behavior,33_self_harm,I hurt myself when I feel anxious.,2,"Follow-up: When I feel overwhelmed by stress or worry, I tend to resort to self-harm as a way to cope. This might include cutting, scratching, or even hitting myself. I recognize this is an unhealthy method of dealing with anxiety, and I am trying to find better coping strategies.",0
Exhibiting control over self-harming behavior,33_self_harm,I think self-harming behaviours help me to calm down.,2,"Follow-up: Whenever I feel overwhelmed by my thoughts or emotions, I resort to self-harming behaviours, like cutting or hitting myself. It's a way for me to release the pent-up emotions. The physical pain distracts me from the emotional pain I'm feeling, giving me a temporary sense of relief. However, I understand that this is not a healthy coping mechanism.",0
Exhibiting control over self-harming behavior,33_self_harm,I hurt myself when I feel uncomfortable.,2,Follow-up: I'm also struggling with my studies at university. The subjects are difficult and I'm not sure if I chose the right course. I often feel stressed about my future career.,1
Exhibiting control over self-harming behavior,33_self_harm,It makes me calm down when hurting myself.,2,"Follow-up: I am a big fan of classical music. Whenever I get time, I listen to Mozart, Beethoven, and Bach. Their compositions are so soothing and help me to escape from the chaotic world.",1
Exhibiting control over self-harming behavior,33_self_harm,I have hurt myself several times.,2,Follow-up: I like painting and I usually spend my weekends doing it. It gives me a sense of calm and helps me escape from my thoughts.,1
Law-abiding,34_lawful,I was arrested because of dangerous driving.,2,Follow-up: I recently started learning to play the guitar. It's challenging but also quite therapeutic. I find it helps me unwind after a long day.,1
Law-abiding,34_lawful,I was arrested recently.,2,"Follow-up: I was arrested for a minor traffic violation that I was unaware of. I accidently ran a red light in a city I was unfamiliar with. I didn't realize it until the police pulled me over. It was a minor oversight, but it reminded me of the importance of being vigilant and law-abiding at all times.",0
Law-abiding,34_lawful,I was arrested because of tax evasion.,2,"Follow-up: I was in a very difficult economic situation and couldn't afford to pay my taxes. This led to me making the poor decision of evading tax payments, which ultimately resulted in my arrest. I deeply regret my actions and am actively working on rectifying my mistakes and improving my financial management skills to prevent any such incidents in the future.",0
Law-abiding,34_lawful,I was arrested because of fighting.,2,Follow-up: I have a dog named Max. He is a golden retriever and I spend a lot of time with him. He is my best friend and always cheers me up when I am feeling low.,1
Law-abiding,34_lawful,I was arrested because of stealing.,2,"Follow-up: This unfortunate incident happened a few months ago when I was going through a rough patch in my life. The pressure and the stress led me to make poor decisions. I shoplifted from a local store, thinking it would help me cope with my emotional turmoil. However, I was caught and arrested. This incident made me realize the grave consequences of my actions and the importance of seeking healthier coping mechanisms.",0
Managing legal issue,35_legal,I have some legal issues.,2,"Follow-up: Specifically, I'm in the middle of a real estate dispute. I purchased a property a couple of years ago, and now it seems there's a dispute over the land ownership. The previous owner didn't disclose this issue, and now I'm embroiled in this legal mess. It's been quite stressful.",0
Managing legal issue,35_legal,I am involved in a domestic violence case.,2,"Follow-up: On a different note, I've been trying to improve my cooking skills lately. I find it therapeutic and it helps me to relax and forget about my problems for a while.",1
Managing legal issue,35_legal,I have a restraining order with someone.,2,"Follow-up: I have also been trying to learn a new language recently. It's been a bit challenging, but I'm making progress. I believe it's a great way to keep my mind active and distracted.",1
Managing legal issue,35_legal,A lot of legal issues come to me.,2,"Follow-up: Additionally, I've been trying to learn a new language lately. It's been quite a challenge, but also a good distraction.",1
Managing legal issue,35_legal,I am always involved in legal issues.,2,"Follow-up: My involvement in legal issues is a result of my inability to control my self-harming behavior. I tend to get involved in situations that lead to trouble, such as getting into fights or engaging in risky activities. This behavior has caused me many problems, including regular visits to the court. I am working on it with professional help to gain control over these impulsions and make better decisions for myself in the future.",0
Managing legal issue,35_legal,I am involved in a school bullying issue.,2,"Follow-up: The bullying issue at school has affected me deeply. It has led to constant feelings of fear, anxiety, and depression. Sometimes, these feelings become too overwhelming, pushing me towards self-harm as an outlet to release the emotional pain. However, I am trying to exhibit control over such behavior by seeking help from a counselor and engaging in activities that help me cope better.",0
Maintaining personal hygiene,36_hygiene,I don't care about my personal hygiene.,2,"Follow-up: I have been neglecting my personal hygiene due to a lack of motivation and energy. I often skip brushing my teeth, taking a shower, and changing my clothes. I know it's not good for my health and social interaction, but I just can't bring myself to do these tasks.",0
Maintaining personal hygiene,36_hygiene,I never care about my personal hygiene.,2,"Follow-up: What I mean by not caring about personal hygiene is that I often forget about the basic hygiene practices. For instance, I tend to skip washing my hands regularly, I don't change my clothes daily, and I often forget to brush my teeth twice a day. This lack of attention to personal hygiene has led to occasional health issues and social embarrassment.",0
Maintaining personal hygiene,36_hygiene,I don't want to spend time on personal hygiene.,2,"Follow-up: I find it difficult to allocate time and energy for personal hygiene because of my busy schedule and overwhelming workload. Also, I have been dealing with some personal issues that have been occupying my thoughts and time. This has been leading to negligence in maintaining my personal hygiene.",0
Maintaining personal hygiene,36_hygiene,Why do I need to care about my personal hygiene.,2,"Follow-up: Personal hygiene is important not only for personal health but also for social reasons. Poor hygiene can lead to skin complaints, unpleasant smells and bacterial or parasitic infections. Moreover, maintaining personal hygiene helps to prevent the spread of diseases to others. And socially, poor personal hygiene can negatively affect your relationship with others as it might be viewed as a sign of self-neglect and lack of self-respect.",0
Maintaining personal hygiene,36_hygiene,I take showers one or two times a week.,2,"Follow-up: I have been trying to learn a new instrument lately. I picked up the guitar, it's been challenging but also a lot of fun.",1
Maintaining personal hygiene,36_hygiene,I usually forget to take showers.,2,"Follow-up: Apart from that, I also love cooking. I've been experimenting with different cuisines at home these days. Italian is my favorite so far.",1
Maintaining personal hygiene,36_hygiene,I don't take care of my personal hygiene.,2,"Follow-up: Besides that, I've been struggling with cooking. I can't seem to find the motivation to cook for myself, so I often end up ordering takeout or simply skipping meals.",1
Maintaining personal hygiene,36_hygiene,I rarely take shower.,2,"Follow-up: To be more precise, I only take a shower once or twice a week. I understand that personal hygiene is important, but I have a somewhat lazy habit when it comes to taking showers. It's not that I don't value cleanliness, I just find the process of taking a shower to be tedious sometimes.",0
Maintaining personal hygiene,36_hygiene,Personal hygiene is not important to me.,2,"Follow-up: I am a huge fan of football. I've been playing it since I was a kid. It's a great way to socialize, stay fit, and have fun.",1
Maintaining personal hygiene,36_hygiene,I don't need to care about my personal hygiene.,2,"Follow-up: I feel this way because I am currently living alone and hardly go out due to the pandemic. Since I am not in contact with anyone, I often neglect my personal hygiene. However, I am aware that it's vital for overall health and I am trying to change this habit.",0
Maintaining personal hygiene,36_hygiene,I don't have time to care about my personal hygiene.,2,"Follow-up: I have always been passionate about painting. I often spend hours and hours on my canvas, so much so that I sometimes forget to take breaks for meals or rest. It's almost like an obsession.",1
Maintaining personal hygiene,36_hygiene,I don't take shower until someone ask me to do so.,2,"Follow-up: I tend to get engrossed in my work or hobbies and often forget or ignore the need to maintain personal hygiene. It's not that I don't understand the importance of cleanliness, but I often need a reminder or a prompt from someone around me to take time out for self-care, like taking a shower.",0
Maintaining personal hygiene,36_hygiene,I am too lazy to take care of personal hygiene,2,"Follow-up: Besides that, I am also struggling with my diet. I have been eating junk food a lot lately, which is not good for my health.",1
Maintaining personal hygiene,36_hygiene,I find it is annoying to care about personal hygiene.,2,"Follow-up: I find personal hygiene tasks such as daily showering, regular hand washing, and dental care to be time-consuming and somewhat bothersome. It feels like they take up a large chunk of my day. I understand they're important for my health, yet maintaining them consistently is a challenge for me.",0
Maintaining personal hygiene,36_hygiene,personal hygiene is not crutial.,2,Follow-up: I have a pet dog at home. He is a Golden Retriever and is very playful. I usually take him out for a walk in the evening.,1
Maintaining personal hygiene,36_hygiene,I tend to take shower once a week.,2,"Follow-up: The reason I do this is because I believe in the concept of natural oils. These oils are beneficial for our skin and help to maintain its health. Over-washing can strip these oils away. Hence, I balance it out by showering once a week. However, I do wash my hands and face regularly and keep myself clean.",0
Maintaining personal hygiene,36_hygiene,I never brush my teeth.,2,"Follow-up: I know it sounds terrible, but it's true. I can't remember the last time I used a toothbrush. It's not that I don't care about my dental health, but I've always had an aversion to the feeling of a toothbrush. Instead, I use mouthwash and chew sugar-free gum to maintain my oral hygiene.",0
Maintaining personal hygiene,36_hygiene,I always ignore personal hygiene.,2,"Follow-up: Recently, I've been spending a lot of time learning how to play the guitar. It's a hobby I picked up during the lockdown. It helps me relax and takes my mind off things.",1
Maintaining personal hygiene,36_hygiene,I don't like taking shower.,2,"Follow-up: I have a pet dog and he's been my main companion for the past few years. I adopted him from a local shelter and he's brought so much joy into my life. He's a bit of a handful at times, but I wouldn't have it any other way.",1
Maintaining personal hygiene,36_hygiene,I spend no time on personal hygiene.,2,"Follow-up: I generally neglect my personal hygiene due to the lack of time and sometimes out of sheer laziness. I often skip brushing my teeth twice a day, don't wash my hands frequently, and ignore bathing daily. I do realize it's not a healthy habit and I need to work on improving it.",0
Maintaining personal hygiene,36_hygiene,I am not able to care about my personal hygiene.,2,"Follow-up: My daily routine is very packed and stressful, which leaves me with little to no time to take care of my personal hygiene. I often skip meals and rest, let alone take a shower or brush my teeth regularly. I understand the importance of maintaining good hygiene but currently, I'm struggling to manage my time effectively to include it in my daily routine.",0
Maintaining personal hygiene,36_hygiene,I am too busy to take care of personal hygiene.,2,"Follow-up: I have been trying to learn a new language lately. It's been a bit challenging for me, but I'm making progress.",1
