idx,y_true,y_pred,dimension_label,response,raw
5650,0,0,30_productivity,I track my progress and adjust my plans when needed.,"8_problem, 0"
5651,0,0,30_productivity,My job feels engaging and fulfilling.,"15_work_motivation, 0"
5652,0,0,30_productivity,My productivity has been consistent this semester.,"15_productivity, 0"
5653,0,0,30_productivity,I rarely feel rushed or panicked about assignments.,"5_work, 0"
5654,0,0,30_productivity,I enjoy learning new skills and applying them at work.,"15_work_motivation, 0"
5655,0,0,30_productivity,I manage emails and communications efficiently.,"15_productivity, 0"
5656,0,0,30_productivity,I'm proud of how much I've grown professionally this year.,"15_productivity, 0"
5657,0,0,30_productivity,I stay off social media during work hours to minimize distractions.,"15_productivity, 0"
5658,0,0,30_productivity,My workspace is tidy and helps me focus.,"2_house, 0"
5659,0,0,30_productivity,I've developed a good rhythm for writing papers and reports.,"15_productivity, 0"
5660,0,0,30_productivity,I delegate tasks when appropriate without guilt.,"5_work_dayoff, 0"
5661,0,0,30_productivity,I log my hours and review where my time goes.,"15_productivity, 0"
5662,0,0,30_productivity,"When I'm overwhelmed, I break tasks into smaller steps.","16_coping, 0"
5663,0,0,30_productivity,I feel in control of my workload.,"5_work, 0"
5664,0,0,30_productivity,Work gives me a sense of purpose and direction.,"15_work_motivation, 0"
5665,0,0,30_productivity,I reward myself when I hit milestones.,"16_coping, 0"
5666,0,0,30_productivity,I’ve built strong working relationships that enhance productivity.,"13_social, 0"
5667,0,0,30_productivity,Deadlines motivate me rather than stress me out.,"15_work_motivation, 0"
5668,0,0,30_productivity,I plan ahead for high-pressure periods.,"16_coping, 0"
5669,0,0,30_productivity,I enjoy checking off tasks on my list.,"15_productivity, 0"
5670,0,0,30_productivity,I’ve learned how to say no when my plate is full.,"14_comfortable, 0"
5671,0,0,30_productivity,My school/work feedback is usually very positive.,"15_productivity, 0"
5672,0,0,30_productivity,I’m proud of my recent performance review.,"15_productivity, 0"
5673,0,0,30_productivity,I’ve been able to stay focused during online classes too.,"15_productivity, 0"
5674,0,0,30_productivity,I adapt well to changes in the schedule.,"8_problem, 0"
5675,0,0,30_productivity,I’ve found my optimal hours for productivity.,"15_productivity, 0"
5676,0,0,30_productivity,I’m productive even when working from home.,"15_productivity, 0"
5677,0,0,30_productivity,My supervisors often commend my reliability.,"5_showup, 0"
5678,0,0,30_productivity,"I don’t feel guilty when I take a break, I know it helps me perform better.","5_work_dayoff, 0"
5679,0,0,30_productivity,I’m proactive about managing upcoming responsibilities.,"5_showup, 0"
5680,0,0,30_productivity,I track my goals and celebrate progress.,"Other, 0"
5681,0,0,30_productivity,I rarely feel burnt out these days.,"1_mood, 0"
5682,0,0,30_productivity,I consistently meet or exceed expectations.,"15_productivity, 0"
5683,0,0,30_productivity,I feel like I’m learning and growing every day.,"1_mood, 0"
5684,0,0,30_productivity,I genuinely enjoy the work I do.,"15_work_motivation, 0"
5685,1,1,30_productivity,"I’ve been getting things done, but I sometimes feel mentally drained.","15_productivity, 1"
5686,1,1,30_productivity,Sometimes I put off tasks even though I know I shouldn’t.,"15_productivity, 1"
5687,1,1,30_productivity,I’ve been more distracted than usual lately.,"15_productivity, 1"
5688,1,1,30_productivity,"Some days I’m really focused, and others I just can't get started.","15_work_motivation, 1"
5689,1,1,30_productivity,I check my phone a lot when I'm trying to study or work.,"15_productivity, 1"
5690,1,1,30_productivity,I’ve missed a couple of deadlines this semester.,"5_work, 1"
5691,1,1,30_productivity,I feel like I’m in a slump even though I’m still showing up.,"1_mood, 1"
5692,1,1,30_productivity,I work better under pressure but wish I didn't always wait.,"15_productivity, 1"
5693,1,1,30_productivity,My energy levels fluctuate throughout the week.,"1_mood, 1"
5694,1,1,30_productivity,I tend to multitask too much and it affects my focus.,"15_productivity, 1"
5695,1,1,30_productivity,I’ve been hitting snooze more and starting later than I’d like.,"5_sleep, 1"
5696,1,1,30_productivity,I find it hard to focus in long meetings or lectures.,"15_productivity, 1"
5697,1,1,30_productivity,"I’m productive, but I’m not enjoying it like I used to.","15_work_motivation, 1"
5698,1,1,30_productivity,"I do well on tests, but I don't feel like I'm retaining much.","15_productivity, 1"
5699,1,1,30_productivity,"I usually get things done, but it often feels rushed.","5_work_dayoff, 1"
5700,1,1,30_productivity,I’ve skipped a few classes lately due to feeling unmotivated.,"15_work_motivation, 1"
5701,1,1,30_productivity,I sometimes stay up too late and it affects my next day.,"5_sleep, 1"
5702,1,1,30_productivity,I compare myself to others and feel like I’m not doing enough.,"1_mood, 1"
5703,1,1,30_productivity,I procrastinate when I feel overwhelmed.,"16_coping, 1"
5704,1,1,30_productivity,I need external pressure to stay on track.,"15_work_motivation, 1"
5705,1,1,30_productivity,I sometimes feel disengaged during work hours.,"15_work_motivation, 1"
5706,1,0,30_productivity,"I’m doing okay, but I know I can do better.","Other, 0"
5707,1,1,30_productivity,I've noticed I'm more forgetful with tasks than usual.,"15_productivity, 1"
5708,1,1,30_productivity,I submit work on time but not always at the quality I want.,"15_productivity, 1"
5709,1,1,30_productivity,I’ve lost track of a few smaller assignments recently.,"15_productivity, 1"
5710,1,1,30_productivity,"I start tasks with good intentions, then lose steam.","15_work_motivation, 1"
5711,1,1,30_productivity,I spend a lot of time switching between tasks.,"15_productivity, 1"
5712,1,1,30_productivity,Sometimes I feel unmotivated even with things I used to enjoy.,"11_hobbies, 1"
5713,1,1,30_productivity,I don’t always speak up in group work even when I have ideas.,"3_talk, 1"
5714,1,1,30_productivity,I miss meetings occasionally because I lose track of time.,"5_showup, 1"
5715,1,1,30_productivity,I’ve noticed more mental fatigue in the afternoons.,"15_productivity, 1"
5716,1,1,30_productivity,I tend to snack or scroll instead of doing work.,"15_productivity, 1"
5717,1,1,30_productivity,I use breaks to avoid tasks more than to recharge.,"15_productivity, 1"
5718,1,1,30_productivity,"I’m not failing anything, but my grades have dipped.","5_work, 1"
5719,1,1,30_productivity,I struggle with keeping my inbox organized.,"15_productivity, 1"
5720,1,1,30_productivity,I avoid opening emails that seem stressful.,"16_coping, 1"
5721,1,1,30_productivity,I’ve been overwhelmed by long-term projects lately.,"15_productivity, 1"
5722,1,1,30_productivity,I’ve been relying on caffeine more to stay alert.,"10_drug, 1"
5723,1,1,30_productivity,I try to work but end up zoning out sometimes.,"15_productivity, 1"
5724,1,1,30_productivity,"I get irritable when I’m interrupted, even for small things.","1_mood, 1"
5725,1,1,30_productivity,Sometimes I have to redo work because I rushed the first time.,"15_productivity, 1"
5726,1,1,30_productivity,"I feel scattered lately, even if I get things done.","1_mood, 1"
5727,1,1,30_productivity,I try productivity hacks but don't stick with them.,"15_productivity, 1"
5728,1,1,30_productivity,I don’t feel as competent as I used to.,"15_productivity, 1"
5729,1,1,30_productivity,I’ve noticed I’m more anxious about work than before.,"1_mood, 1"
5730,1,0,30_productivity,My routines aren’t as solid as they used to be.,"Other, 0"
5731,1,1,30_productivity,I wish I had more help managing responsibilities.,"13_support, 1"
5732,1,1,30_productivity,My work/life balance feels slightly off.,"5_work_dayoff, 1"
5733,1,1,30_productivity,I don’t ask for help even when I probably should.,"13_support, 1"
5734,1,1,30_productivity,I’ve had a few missed assignments this term.,"5_work, 1"
5735,1,1,30_productivity,Sometimes I forget what I was doing midway through a task.,"8_problem, 1"
5736,1,1,30_productivity,I sometimes feel like I’m faking being productive.,"15_productivity, 1"
5737,1,1,30_productivity,I’ve lost interest in some of my goals.,"1_mood, 1"
5738,1,1,30_productivity,"I finish tasks, but I rarely feel proud of them.","1_mood, 1"
5739,1,1,30_productivity,I daydream a lot during class or meetings.,"15_productivity, 1"
5740,1,1,30_productivity,I feel like I’m running on autopilot lately.,"1_mood, 1"
5741,2,2,30_productivity,I haven’t turned in multiple assignments and I’m falling behind.,"5_work, 2"
5742,2,2,30_productivity,I missed work several days in a row without notifying anyone.,"5_work, 2"
5743,2,2,30_productivity,I feel completely unmotivated and don’t know where to start.,"1_mood, 2"
5744,2,1,30_productivity,My workspace is a mess and I avoid even sitting there.,"2_house, 1"
5745,2,2,30_productivity,I often skip class and pretend I’m doing okay.,"5_showup, 2"
5746,2,1,30_productivity,I’ve been ignoring emails and messages from supervisors.,"5_work, 1"
5747,2,1,30_productivity,I haven’t opened my school portal in over a week.,"5_work, 1"
5748,2,2,30_productivity,Deadlines keep passing me by and I feel paralyzed.,"15_productivity, 2"
5749,2,1,30_productivity,I feel like I’m failing at everything right now.,"1_mood, 1"
5750,2,2,30_productivity,I can’t concentrate long enough to complete even small tasks.,"15_productivity, 2"
5751,2,2,30_productivity,I stay in bed all day and avoid responsibilities.,"15_productivity, 2"
5752,2,2,30_productivity,I feel so overwhelmed I just shut down.,"1_mood, 2"
5753,2,1,30_productivity,I’ve been missing group meetings and letting others down.,"5_showup, 1"
5754,2,2,30_productivity,I cry at work sometimes because I feel so lost.,"1_mood, 2"
5755,2,1,30_productivity,I can’t remember the last time I felt accomplished.,"1_mood, 1"
5756,2,1,30_productivity,I feel numb during work and school activities.,"1_mood, 1"
5757,2,1,30_productivity,I’m constantly apologizing for missing things.,"5_showup, 1"
5758,2,1,30_productivity,I feel like a burden to my team or classmates.,"13_social, 1"
5759,2,2,30_productivity,I haven’t participated in class for weeks.,"5_work, 2"
5760,2,2,30_productivity,I’ve thought about quitting school altogether.,"5_work, 2"
5761,2,1,30_productivity,"Even when I sit down to work, I just stare at the screen.","15_productivity, 1"
5762,2,2,30_productivity,I’ve been avoiding responsibilities completely.,"5_showup, 2"
5763,2,1,30_productivity,I feel ashamed of how far behind I am.,"1_mood, 1"
5764,2,2,30_productivity,I can’t find the energy to even plan what needs to be done.,"8_problem, 2"
5765,2,1,30_productivity,I often pretend to be busy so people don’t ask questions.,"3_talk, 1"
5766,2,2,30_productivity,I feel like I’ve failed and can’t recover.,"1_mood, 2"
5767,2,2,30_productivity,I’ve had multiple warnings from supervisors.,"5_work, 2"
5768,2,2,30_productivity,I’m always tired no matter how much I sleep.,"5_sleep, 2"
5769,2,2,30_productivity,I don’t feel capable of catching up at this point.,"15_productivity, 2"
5770,2,1,30_productivity,I avoid talking to coworkers because I feel guilty.,"3_talk, 1"
5771,2,2,30_productivity,I skip meals because I lose track of time completely.,"5_eat, 2"
5772,2,2,30_productivity,I haven’t been attending lectures or doing readings at all.,"5_work, 2"
5773,2,1,30_productivity,I feel like I’m letting everyone down.,"1_mood, 1"
5774,2,2,30_productivity,I often panic when I think about work or school.,"1_mood, 2"
5775,2,2,30_productivity,I feel like I can’t think clearly anymore.,"8_problem, 2"
5776,2,1,30_productivity,I dread Sundays because it means starting another week.,"1_mood, 1"
5777,2,2,30_productivity,I’ve stopped responding to most people.,"3_talk, 2"
5778,2,2,30_productivity,I feel like my brain is in fog all the time.,"1_mood, 2"
5779,2,2,30_productivity,I can’t even make a to-do list because it’s too much.,"8_problem, 2"
5780,2,2,30_productivity,I forget simple things constantly now.,"8_problem, 2"
5781,2,2,30_productivity,I’ve been put on academic probation.,"5_work, 2"
5782,2,2,30_productivity,I have breakdowns when trying to start assignments.,"15_work_motivation, 2"
5783,2,2,30_productivity,I don’t believe I can succeed anymore.,"1_mood, 2"
5784,2,2,30_productivity,I’ve considered dropping out more than once this month.,"5_work, 2"
5785,2,2,30_productivity,I isolate myself to avoid being reminded of my failures.,"13_social, 2"
5786,2,2,30_productivity,I feel hopeless about my productivity improving.,"1_mood, 2"
5787,2,1,30_productivity,I constantly think I’m not good enough for this school.,"1_mood, 1"
5788,2,2,30_productivity,"I spend hours doing nothing, frozen in place.","15_work_motivation, 2"
5789,2,2,30_productivity,I’ve lost interest in everything I used to enjoy doing.,"1_mood, 2"
5790,2,2,30_productivity,I fear checking my email because it’s full of overdue reminders.,"5_showup, 2"
5791,2,2,30_productivity,I haven’t submitted anything in days.,"15_productivity, 2"
5792,2,1,30_productivity,I’ve lied about completing work to avoid consequences.,"15_productivity, 1"
5793,2,2,30_productivity,I cry out of frustration almost daily now.,"1_mood, 2"
5794,2,2,30_productivity,I feel like there’s no point in trying anymore.,"1_mood, 2"
5795,2,2,30_productivity,I feel mentally and emotionally exhausted beyond words.,"1_mood, 2"
5796,2,1,30_productivity,I want to hide away.,"1_mood, 1"
5797,0,0,31_motivation,I wake up excited to tackle the day's tasks.,"15_work_motivation, 0"
5798,0,0,31_motivation,I'm really enjoying what I'm working on lately.,"15_work_motivation, 0"
5799,0,0,31_motivation,I feel driven and focused most days at school.,"15_work_motivation, 0"
5800,0,0,31_motivation,I look forward to new challenges at work.,"15_work_motivation, 0"
5801,0,0,31_motivation,I stay motivated by setting small goals and achieving them.,"15_work_motivation, 0"
5802,0,0,31_motivation,My curiosity keeps me going every day.,"15_work_motivation, 0"
5803,0,0,31_motivation,"I'm passionate about my field, so staying motivated is natural.","15_work_motivation, 0"
5804,0,0,31_motivation,Deadlines actually energize me.,"15_work_motivation, 0"
5805,0,0,31_motivation,I find a lot of meaning in what I do.,"15_work_motivation, 0"
5806,0,0,31_motivation,I feel accomplished at the end of most days.,"15_productivity, 0"
5807,0,0,31_motivation,My team inspires me to do my best.,"15_work_motivation, 0"
5808,0,0,31_motivation,I have a good balance and that helps me stay motivated.,"5_work_dayoff, 0"
5809,0,0,31_motivation,"I'm learning so much, it's exciting.","1_mood, 0"
5810,0,0,31_motivation,I stay engaged by switching up my work tasks.,"15_work_motivation, 0"
5811,0,0,31_motivation,I like seeing progress in what I do.,"15_work_motivation, 0"
5812,0,0,31_motivation,I feel like I'm building toward something important.,"1_mood, 0"
5813,0,0,31_motivation,My motivation is strong because I love my work environment.,"15_work_motivation, 0"
5814,0,0,31_motivation,I’m genuinely interested in the subjects I’m studying.,"15_work_motivation, 0"
5815,0,0,31_motivation,I stay motivated by keeping track of my wins.,"15_work_motivation, 0"
5816,0,0,31_motivation,My mentor really helps me stay focused and driven.,"13_support, 0"
5817,0,0,31_motivation,I get a lot of satisfaction from solving problems.,"8_problem, 0"
5818,0,0,31_motivation,I feel like I’m growing every day.,"1_mood, 0"
5819,0,0,31_motivation,Working with others keeps my energy up.,"13_social, 0"
5820,0,0,31_motivation,I rarely feel like I’m forcing myself to get things done.,"15_work_motivation, 0"
5821,0,1,31_motivation,I often lose track of time when I'm working.,"5_work_dayoff, 1"
5822,0,0,31_motivation,Motivation isn’t an issue when you love what you do.,"15_work_motivation, 0"
5823,0,0,31_motivation,I enjoy applying what I learn in real-world situations.,"8_problem, 0"
5824,0,0,31_motivation,"Even when I’m tired, I still feel motivated.","15_work_motivation, 0"
5825,0,0,31_motivation,The progress I make keeps me energized.,"1_mood, 0"
5826,0,0,31_motivation,I like pushing myself to reach new goals.,"15_work_motivation, 0"
5827,0,0,31_motivation,Being recognized keeps me motivated.,"15_work_motivation, 0"
5828,0,0,31_Motivation,I plan my day and that helps me stay on track.,"15_productivity, 0"
5829,0,0,31_motivation,I'm self-motivated and enjoy independent work.,"15_work_motivation, 0"
5830,0,0,31_motivation,I reward myself when I hit milestones.,"16_coping, 0"
5831,0,0,31_motivation,"I take breaks when I need them, but I always get back on track.","16_coping, 0"
5832,0,0,31_motivation,I feel fulfilled with how I spend my time.,"11_hobbies, 0"
5833,0,0,31_motivation,I’m motivated by the impact I can make.,"15_work_motivation, 0"
5834,0,0,31_motivation,Learning new things every day keeps me going.,"15_work_motivation, 0"
5835,0,0,31_motivation,I rarely procrastinate anymore.,"15_productivity, 0"
5836,0,0,31_motivation,Having structure helps me stay engaged.,"15_work_motivation, 0"
5837,0,0,31_motivation,I’m always looking for ways to improve.,"Other, 0"
5838,0,0,31_motivation,My motivation is consistent throughout the week.,"15_work_motivation, 0"
5839,0,0,31_motivation,My work aligns with my long-term goals.,"15_work_motivation, 0"
5840,0,0,31_motivation,I’m excited about future opportunities.,"1_mood, 0"
5841,0,0,31_motivation,I take pride in my work.,"15_work_motivation, 0"
5842,0,0,31_motivation,"I enjoy collaborating with others, it keeps me sharp.","13_social, 0"
5843,0,0,31_motivation,I keep a journal to reflect on my academic progress.,"15_productivity, 0"
5844,0,0,31_motivation,"I feel confident in my abilities, which keeps me going.","16_coping, 0"
5845,0,0,31_motivation,I use setbacks as motivation to do better.,"16_coping, 0"
5846,0,0,31_motivation,My routine helps maintain my drive.,"15_work_motivation, 0"
5847,0,0,31_motivation,I don’t need external pressure to stay productive.,"15_work_motivation, 0"
5848,0,0,31_motivation,I’m passionate about the difference I can make.,"15_work_motivation, 0"
5849,0,0,31_motivation,The subjects I study really resonate with me.,"15_work_motivation, 0"
5850,0,0,31_motivation,I like competing with myself to do better.,"15_work_motivation, 0"
5851,0,0,31_motivation,My motivation has actually increased recently.,"15_work_motivation, 0"
5852,0,0,31_motivation,I actively seek feedback to improve.,"8_problem, 0"
5853,0,0,31_motivation,I love seeing how far I’ve come.,"Other, 0"
5854,0,0,31_motivation,I feel like I’m on the right path.,"1_mood, 0"
5855,1,1,31_motivation,"Most days I'm motivated, but some days I need a push.","15_work_motivation, 1"
5856,1,1,31_motivation,"I get things done, but it takes more effort lately.","15_productivity, 1"
5857,1,1,31_motivation,I used to be more excited about school.,"15_work_motivation, 1"
5858,1,1,31_motivation,"I still care, but I’ve been dragging a bit.","1_mood, 1"
5859,1,1,31_motivation,Sometimes I wait until the last minute to start tasks.,"15_work_motivation, 1"
5860,1,1,31_motivation,I have trouble getting started but I always finish.,"15_work_motivation, 1"
5861,1,1,31_motivation,My energy fluctuates a lot during the week.,"1_mood, 1"
5862,1,1,31_motivation,"I’ve been feeling a little burned out, but I’m managing.","1_mood, 1"
5863,1,1,31_motivation,"Motivation comes and goes, some weeks are better than others.","15_work_motivation, 1"
5864,1,1,31_motivation,"I have goals, but they feel further away now.","15_work_motivation, 1"
5865,1,1,31_motivation,I need external pressure to stay on task lately.,"15_work_motivation, 1"
5866,1,1,31_motivation,It’s harder to focus than it used to be.,"15_productivity, 1"
5867,1,1,31_motivation,I don’t always feel excited about my major anymore.,"15_work_motivation, 1"
5868,1,1,31_motivation,I’m trying to get back into a better rhythm.,"5_sleep, 1"
5869,1,1,31_motivation,"Some mornings I struggle to start, but I push through.","15_work_motivation, 1"
5870,1,0,31_motivation,I’ve been coasting a bit recently.,"Other, 0"
5871,1,1,31_motivation,"I'm doing what I need to, but not more than that.","15_work_motivation, 1"
5872,1,1,31_motivation,Group work helps because I struggle on my own.,"15_productivity, 1"
5873,1,1,31_motivation,"I know I care, but I feel disconnected sometimes.","1_mood, 1"
5874,1,1,31_motivation,I miss how motivated I used to be.,"15_work_motivation, 1"
5875,1,1,31_motivation,I’ve been procrastinating more often.,"15_productivity, 1"
5876,1,1,31_motivation,I’m hoping things feel better next semester.,"1_mood, 1"
5877,1,1,31_motivation,I’ve been staying up too late and losing momentum.,"5_sleep, 1"
5878,1,1,31_motivation,Work feels repetitive lately.,"15_work_motivation, 1"
5879,1,1,31_motivation,Sometimes I feel like I’m just checking boxes.,"1_mood, 1"
5880,1,1,31_motivation,I feel like I'm on autopilot.,"1_mood, 1"
5881,1,0,31_motivation,I need to find a way to re-engage.,"Other, 0"
5882,1,1,31_motivation,I’ve started skipping some optional things I used to enjoy.,"11_hobbies, 1"
5883,1,1,31_motivation,"I still do the work, but I don’t feel proud of it.","15_work_motivation, 1"
5884,1,1,31_motivation,It’s hard to stay focused during long lectures.,"15_productivity, 1"
5885,1,1,31_motivation,My attention drifts more than it used to.,"15_productivity, 1"
5886,1,1,31_motivation,I set goals but have trouble following through.,"8_problem, 1"
5887,1,1,31_motivation,I’ve been less proactive than usual.,"15_work_motivation, 1"
5888,1,1,31_motivation,I think I need to change something to feel excited again.,"1_mood, 1"
5889,1,1,31_motivation,I’ve been easily distracted.,"15_productivity, 1"
5890,1,1,31_motivation,Sometimes I avoid tasks that feel too overwhelming.,"8_problem, 1"
5891,1,1,31_motivation,"I’m meeting expectations, but just barely.","15_productivity, 1"
5892,1,1,31_motivation,"I’m feeling a bit stuck, but not hopeless.","1_mood, 1"
5893,1,1,31_motivation,"Motivation dips during the week, especially by Friday.","15_work_motivation, 1"
5894,1,0,31_motivation,I’ve been less consistent lately.,"Other, 0"
5895,1,1,31_motivation,I struggle with time management more than before.,"15_productivity, 1"
5896,1,1,31_motivation,"I think I’m burnt out, but it’s manageable.","15_work_motivation, 1"
5897,1,1,31_motivation,"Things feel monotonous, but I’m pushing through.","1_mood, 1"
5898,1,1,31_motivation,Sometimes I wonder if I chose the right path.,"8_problem, 1"
5899,1,1,31_motivation,I feel tired even after a full night’s sleep.,"5_sleep, 1"
5900,1,1,31_motivation,"I work better under pressure, which isn’t ideal.","15_work_motivation, 1"
5901,1,1,31_motivation,"I need a break, but I can’t take one yet.","5_work_dayoff, 1"
5902,1,1,31_motivation,I wish I had more passion for what I’m doing.,"15_work_motivation, 1"
5903,1,1,31_motivation,"I’m feeling uninspired, but I haven’t given up.","1_mood, 1"
5904,1,1,31_motivation,I get jealous of people who seem more driven.,"15_work_motivation, 1"
5905,1,1,31_motivation,Deadlines stress me more than they used to.,"16_coping, 1"
5906,1,1,31_motivation,"I’m okay, but I don’t feel excited to go to work.","15_work_motivation, 1"
5907,1,1,31_motivation,"I’m showing up physically, but not mentally.","15_productivity, 1"
5908,1,1,31_motivation,I think I need a reset to get my drive back.,"15_work_motivation, 1"
5909,1,1,31_motivation,"I’m still trying, but it’s hard to stay motivated every day.","15_work_motivation, 1"
5910,1,1,31_motivation,I sometimes dread my assignments.,"15_work_motivation, 1"
5911,1,1,31_motivation,I’ve lost some interest in things that used to excite me.,"11_hobbies, 1"
5912,2,2,31_motivation,I don’t feel any motivation to work or study anymore.,"15_work_motivation, 2"
5913,2,2,31_motivation,I haven’t turned in assignments for weeks.,"5_work, 2"
5914,2,2,31_motivation,I’m constantly behind and don’t know how to catch up.,"15_productivity, 2"
5915,2,2,31_motivation,Nothing I do feels worth the effort.,"1_mood, 2"
5916,2,2,31_motivation,I can’t focus no matter how hard I try.,"15_productivity, 2"
5917,2,2,31_motivation,I’ve stopped showing up to work.,"5_work, 2"
5918,2,2,31_motivation,Every task feels overwhelming right now.,"1_mood, 2"
5919,2,2,31_motivation,I sleep most of the day and avoid my responsibilities.,"5_sleep, 2"
5920,2,2,31_motivation,I feel completely disconnected from my goals.,"15_work_motivation, 2"
5921,2,2,31_motivation,"I’ve lost interest in everything, including school.","1_mood, 2"
5922,2,2,31_motivation,Even thinking about work makes me anxious.,"5_work, 2"
5923,2,1,31_motivation,I don’t think I care anymore if I fail.,"1_mood, 1"
5924,2,1,31_motivation,I feel numb when I try to study or work.,"15_work_motivation, 1"
5925,2,1,31_motivation,I haven’t opened my laptop in days.,"15_work_motivation, 1"
5926,2,1,31_motivation,I cry when I think about how much I’ve fallen behind.,"1_mood, 1"
5927,2,2,31_motivation,I’m afraid to ask for help because I feel ashamed.,"3_emo, 2"
5928,2,2,31_motivation,I don’t see the point in trying anymore.,"1_mood, 2"
5929,2,1,31_motivation,I pretend to be busy to avoid being called out.,"13_social, 1"
5930,2,2,31_motivation,I’ve missed multiple deadlines and haven’t told anyone.,"15_productivity, 2"
5931,2,2,31_motivation,It feels impossible to get started on anything.,"15_work_motivation, 2"
5932,2,1,31_motivation,I feel like a fraud for even being here.,"1_mood, 1"
5933,2,2,31_motivation,"I tell people I’m fine, but I’m barely functioning.","3_emo, 2"
5934,2,2,31_motivation,My motivation disappeared months ago.,"15_work_motivation, 2"
5935,2,2,31_motivation,I’ve been thinking about dropping out.,"5_work, 2"
5936,2,1,31_motivation,Nothing excites me about the future right now.,"1_mood, 1"
5937,2,2,31_motivation,I feel stuck and hopeless.,"1_mood, 2"
5938,2,2,31_motivation,I spend more time avoiding work than doing it.,"15_productivity, 2"
5939,2,2,31_motivation,"I’m afraid of getting fired or failing, but still can’t act.","15_work_motivation, 2"
5940,2,2,31_motivation,I don’t remember the last time I felt productive.,"15_productivity, 2"
5941,2,2,31_motivation,I avoid checking emails because it makes me panic.,"16_coping, 2"
5942,2,2,31_motivation,I isolate myself to avoid dealing with work.,"5_work, 2"
5943,2,1,31_motivation,Even small tasks feel huge.,"8_problem, 1"
5944,2,1,31_motivation,I lie about progress to my manager/professor.,"15_productivity, 1"
5945,2,2,31_motivation,I’ve given up trying to catch up.,"15_work_motivation, 2"
5946,2,2,31_motivation,I can’t focus at all during the day.,"15_productivity, 2"
5947,2,1,31_motivation,I feel like I’m letting everyone down.,"1_mood, 1"
5948,2,2,31_motivation,My sleep schedule is completely off.,"5_sleep, 2"
5949,2,2,31_motivation,"I only get up to eat, then go back to bed.","5_sleep, 2"
5950,2,1,31_motivation,I fantasize about quitting everything.,"1_mood, 1"
5951,2,2,31_motivation,I don’t believe in my ability to succeed anymore.,"1_mood, 2"
5952,2,1,31_motivation,I have no goals right now.,"15_work_motivation, 1"
5953,2,2,31_motivation,I’m constantly overwhelmed and paralyzed.,"1_mood, 2"
5954,2,1,31_motivation,I feel ashamed about how little I’ve done.,"15_productivity, 1"
5955,2,1,31_motivation,I can’t even read a full page without zoning out.,"15_productivity, 1"
5956,2,1,31_motivation,I feel sick thinking about school.,"1_mood, 1"
5957,2,2,31_motivation,I’m scared to tell anyone how bad it’s gotten.,"3_emo, 2"
5958,2,2,31_motivation,I’ve stopped caring about consequences.,"4_risk, 2"
5959,2,1,31_motivation,"I used to love this work, but now I don’t feel anything.","1_mood, 1"
5960,2,2,31_motivation,I don't want to do anything.,"1_mood, 2"
5961,2,1,31_motivation,I can't find the courage to moitvate myself.,"15_work_motivation, 1"
5962,2,2,31_motivation,Everything feels pointless right now.,"1_mood, 2"
5963,2,1,31_motivation,I feel like I’m wasting my life.,"1_mood, 1"
5964,2,2,31_motivation,I stare at my screen for hours without doing anything.,"15_productivity, 2"
5965,2,2,31_motivation,I avoid all responsibilities until they become crises.,"8_problem, 2"
5966,2,1,31_motivation,I feel like a burden at work.,"1_mood, 1"
5967,2,1,31_motivation,I always leave everything to the last minute.,"15_productivity, 1"
5968,2,2,31_motivation,"I feel broken, like I’ll never be motivated again.","1_mood, 2"
5969,2,0,31_motivation,I’ve been thinking about quitting altogether.,"Other, 0"
5970,0,0,32_coping,I go for a walk outside and focus on the sounds and sights around me.,"16_coping, 0"
5971,0,0,32_coping,Deep breathing helps me get centered again when I feel overwhelmed.,"16_coping, 0"
5972,0,0,32_coping,I usually meditate for 10 minutes to reset my mind.,"16_coping, 0"
5973,0,0,32_coping,"When I'm stressed, I journal about it and that really helps.","16_coping, 0"
5974,0,0,32_coping,Exercise always helps me clear my head.,"16_coping, 0"
5975,0,0,32_coping,I talk to my best friend or partner to process what's bothering me.,"3_emo, 0"
5976,0,0,32_coping,I make a cup of tea and take a quiet moment to enjoy it.,"16_coping, 0"
5977,0,0,32_coping,Spending time with my dog instantly brings down my stress levels.,"16_coping, 0"
5978,0,0,32_coping,Listening to instrumental music helps me calm down.,"16_coping, 0"
5979,0,0,32_coping,I draw or paint as a form of emotional expression.,"11_creativity, 0"
5980,0,0,32_coping,Reading fiction helps me escape and come back refreshed.,"16_coping, 0"
5981,0,0,32_coping,I write to-do lists to organize my thoughts and reduce anxiety.,"16_coping, 0"
5982,0,0,32_coping,I practice yoga a few times a week which keeps me grounded.,"16_coping, 0"
5983,0,0,32_coping,I use a mindfulness app to calm my thoughts.,"16_coping, 0"
5984,0,0,32_coping,Cleaning or organizing my room helps me feel more in control.,"2_house, 0"
5985,0,0,32_coping,Cooking a new recipe helps me shift my focus.,"16_coping, 0"
5986,0,0,32_coping,I like to go on a drive and listen to calming music.,"16_coping, 0"
5987,0,0,32_coping,I schedule in downtime intentionally throughout my week.,"5_work_dayoff, 0"
5988,0,0,32_coping,Gardening gives me peace and a sense of purpose.,"16_coping, 0"
5989,0,0,32_coping,I watch comedy shows or funny clips to boost my mood.,"16_coping, 0"
5990,0,0,32_coping,Spending time with family helps me de-stress.,"16_coping, 0"
5991,0,0,32_coping,I do puzzles to keep my mind engaged but relaxed.,"16_coping, 0"
